datetime,n,wmape,mae,bias
2026-06-02,24.0,25.810239390255447,1158.9872912865956,828.9968805531324
2026-06-12,24.0,18.015077701386375,1171.1301011748021,-734.4962914561462
2026-03-31,24.0,17.268513159481564,1383.474558698511,-1228.6864159658671
2026-06-15,24.0,16.00329216603222,961.0162317169938,-653.9042410581836
2026-06-04,24.0,15.968597650800964,499.7572242288797,138.7134977308995
2026-06-08,24.0,12.786413591890847,740.2837463410882,-568.2229152731871
2026-03-30,24.0,12.613940077431563,960.1942470437203,-461.7010729582821
2026-05-15,24.0,11.571988836638031,684.30955985459,2.9941005521843636
2026-06-14,24.0,11.304378913736937,359.813670666366,336.358030446032
2026-06-05,24.0,11.123737029035842,375.1063172903749,156.82558378063533
2026-06-13,24.0,10.832701420032796,408.589502202266,114.85569357926344
2026-06-06,24.0,10.271629154296802,497.73746974433726,-247.63831569472404
2026-06-10,24.0,10.212403259320896,527.5445831641938,-343.83193122188396
2026-05-02,24.0,10.127984388773518,474.3690468098301,-281.5320917289993
2026-05-01,24.0,9.289530805392404,361.3084045745529,182.412504955465
2026-06-03,24.0,9.278262920470883,400.6028416668534,-17.330574527192557
2026-03-23,24.0,9.199689271961088,991.7468194978807,-860.9810575908341
2026-05-11,24.0,9.157727979826975,478.92574482420235,-186.31293514901623
2026-05-14,24.0,8.943808229015197,370.58673123511227,242.72875228011617
2026-06-11,24.0,8.760472951801383,498.78734654091187,200.5366293127319
2026-06-07,24.0,8.645297729102113,391.21852576443143,130.06319278083853
2026-04-05,24.0,8.611988646575835,194.24483925495906,-44.32520909557228
2026-03-25,24.0,8.58424412933218,569.9538934524554,476.2952108467923
2026-04-08,24.0,8.147208655166963,307.9981283477165,108.49359359086309
2026-04-06,24.0,7.802716936759718,204.73776549607814,21.829603084805594
2026-06-01,24.0,7.424041445707552,395.8833908721504,284.0784848288253
2026-06-09,24.0,7.240660727675878,394.2157519671934,75.44771054086819
2026-05-13,24.0,6.830415232257746,531.7580999141773,-180.27867287750004
