datetime,n,wmape,mae,bias
12,92.0,23.27164458941008,307.9059659802553,-126.66762297007236
13,92.0,21.431106794759877,286.5964440652265,-96.46984233820531
11,92.0,18.814530541324427,326.91175271732254,-132.9156501462152
14,92.0,18.76681072010885,291.56341520541457,-114.41093461924943
15,92.0,16.278702969290666,309.7754189059355,-136.80904994508037
10,92.0,11.244224454709117,326.3766189879537,-135.1241069770424
9,92.0,10.727306940441318,511.0465356390277,12.253661003534326
16,92.0,10.569921170845262,313.476575445987,-142.80863190607442
8,92.0,8.326000329655418,511.9806022710992,-156.3196262679725
17,92.0,8.285234294610449,450.51681031531416,-197.93176933130061
7,92.0,7.9344656800855855,521.7170520942143,-51.7006972155274
4,92.0,7.783047811310044,333.15265939685645,50.89856805390404
3,92.0,7.482064288960191,323.4814542503343,-10.983978237301782
2,92.0,7.287940441944269,331.51531617627245,-37.627851166640745
5,92.0,6.614074223610633,328.2463166056492,-89.07359209054559
6,92.0,6.285147979679769,376.74119079229223,12.83920014365414
0,92.0,6.2166614183694,460.50851280060016,-8.650730685051382
18,92.0,4.661628277666615,385.38204391253703,54.70702683414622
1,92.0,4.5840260169421265,252.35650177902053,-71.96895432919077
23,93.0,4.366432975244676,332.4542345816409,26.020714434275067
22,92.0,3.7344988113765223,396.2852940858574,-16.01831431300433
21,92.0,3.2092263008223156,387.62096050155924,137.83293600000906
20,92.0,2.2304514048680724,260.71892178165325,15.909122223221036
19,92.0,1.5813189702666117,166.19463681335827,25.357209463945686
