datetime,n,wmape,mae,bias
12,92.0,21.32126052693254,282.10053196881813,-88.36918613712228
13,92.0,21.18696884012686,283.3316071004698,-59.242359111688856
11,92.0,16.544303455928553,287.46543680085534,-100.74205886733111
14,92.0,16.370347702635847,254.33167923233236,-53.43658063462353
15,92.0,15.277429272657411,290.72169089092176,-117.96990068463728
10,92.0,11.16780816176797,324.1585477082329,-132.16412887100475
9,92.0,10.539308990874623,502.09035480382664,3.0966766826753607
16,92.0,10.431506205916737,309.37154490744797,-127.4050088385509
17,92.0,8.307909281686976,451.7497824303337,-209.41137770811173
8,92.0,8.179955715110609,503.000058582339,-154.26055853729775
4,92.0,7.6617342394222705,327.95984289679427,41.16875965163938
7,92.0,7.4628223749061195,490.70496322277455,-29.64414364218952
3,92.0,7.2315426427175975,312.6503382216582,-4.173652956820073
2,92.0,7.156911687648007,325.5550535678256,-31.69828476418768
6,92.0,6.39224955910191,383.1610199988099,6.414974583493319
5,92.0,6.304332713421978,312.8743225242471,-84.69871667370548
0,92.0,5.985775588409786,443.40529886855967,25.235733967691385
18,92.0,4.629535810833357,382.72892364517253,55.74881820266302
1,92.0,4.59292210613753,252.84624288008948,-70.43538449716605
23,93.0,4.315403498850349,328.56892004413174,10.213886779155581
22,92.0,3.5002897107255437,371.432261050657,4.217855376255784
21,92.0,3.097837875410301,374.1670982931204,126.31238308181072
20,92.0,2.110852167220065,246.73888876347567,36.3963285985302
19,92.0,1.5771113064663917,165.75241663497616,26.97372287737297
