datetime,actual,base,ridge,low,daily,high,hour,cap,rolling_mean_hour_3d,rolling_mean_hour_7d,rolling_mean_hour_14d,ratio_mean_hour_3d,ratio_mean_hour_7d,ratio_mean_hour_14d,prob_low_price,solarradiation,feelslike,rdn_demand,rdn_supply,demand_lag_24,supply_lag_24,price_lag_24,ratio_lag_24,windspeed,windgust,winddir,cloudcover,uvindex,precip,garpok_volume,vdr_supply,vdr_demand,is_weekend,is_off_day,is_summer,day_of_week_num
2026-06-03 01:00:00,3300.0,6257.221600982043,5468.304693473686,5468.304693473686,4832.391609817551,4832.391609817551,1,15000.0,5333.333333333333,6210.0,6711.142857142857,0.3555555555555552,0.414,0.4474095238095238,0.009699,0.0,14.1,2061.6,2061.6,2238.3,2238.3,3700.0,0.2466666666666666,7.9,16.2,215.0,100.0,0.0,0.0,3715.1,2298.21,4596.42,0,0,1,2
2026-06-03 02:00:00,1980.0,5643.334103807115,4214.76188011516,4214.76188011516,3571.256193676295,3571.256193676295,2,15000.0,4793.333333333333,5390.571428571428,5791.319285714286,0.3195555555555555,0.3593714285714285,0.3860879523809523,0.033814188,0.0,13.5,2011.4,2011.4,2065.5,2065.5,3300.0,0.22,5.6,17.6,228.0,100.0,0.0,0.0,3735.0,3300.0,3989.0,0,0,1,2
2026-06-03 03:00:00,1980.0,5679.77233141064,3623.38274624663,3623.38274624663,2929.281075892665,2929.281075892665,3,15000.0,4693.0,5311.285714285715,5596.428571428572,0.3128666666666667,0.3540857142857143,0.3730952380952382,0.028056873,0.0,13.5,1922.0,1922.0,1951.1,1951.1,3300.0,0.22,6.9,15.1,165.0,100.0,0.0,0.0,3666.6,1900.0,2990.0,0,0,1,2
2026-06-03 04:00:00,1980.0,5406.6921054596805,3500.1870242174255,3500.1870242174255,2901.7173614367175,2901.7173614367175,4,15000.0,4566.666666666667,5262.857142857143,5596.446428571428,0.3044444444444444,0.3508571428571428,0.3730964285714285,0.04990775,0.0,12.7,1966.8,1966.8,1991.8,1991.8,3300.0,0.22,9.1,19.8,173.0,100.0,0.0,0.0,3712.8,1921.0,2990.0,0,0,1,2
2026-06-03 05:00:00,2127.0,5742.613122775369,4232.93903233953,4232.93903233953,3546.64527955202,3546.64527955202,5,15000.0,4415.0,5495.285714285715,5748.0992857142855,0.2943333333333334,0.3663523809523809,0.383206619047619,0.030318808,0.0,11.8,2079.8,2079.8,2202.7,2202.7,3700.0,0.2466666666666666,8.7,19.8,156.0,100.0,0.0,0.2,3811.1,1921.0,2150.0,0,0,1,2
2026-06-03 06:00:00,4100.0,6208.893077227049,5088.5918438201925,5088.5918438201925,4171.281212905654,4171.281212905654,6,15000.0,4200.0,5791.0,6294.215000000001,0.2799999999999999,0.3860666666666666,0.4196143333333334,0.011243887,7.0,11.2,2328.0,2328.0,2595.5,2595.5,4100.0,0.2733333333333333,9.1,19.8,141.0,100.0,0.0,0.6,3966.8,2095.0,2400.0,0,0,1,2
2026-06-03 07:00:00,5500.0,7957.858746760068,6536.171410217755,6536.171410217755,5478.148276427146,5478.148276427146,7,15000.0,4300.0,5788.285714285715,6156.857142857143,0.2866666666666667,0.3858857142857143,0.4104571428571429,0.0045116236,30.0,11.4,2716.2,2716.2,3045.6,3045.6,4900.0,0.3266666666666666,8.9,20.5,138.0,100.0,0.0,0.2,4260.8,4098.0,4500.0,0,0,1,2
2026-06-03 08:00:00,5900.0,7080.824937855173,5618.614623913568,5618.614623913568,5219.428732134502,5219.428732134502,8,15000.0,4003.3333333333335,5273.428571428572,5414.146428571429,0.2668888888888885,0.3515619047619047,0.3609430952380952,0.009016202,52.0,11.9,3033.0,3033.0,3230.7,3230.7,3760.0,0.2506666666666666,7.9,20.5,129.0,100.0,0.0,0.2,4442.5,5102.99,5500.01,0,0,1,2
2026-06-03 09:00:00,4000.0,6311.83701546026,4628.33072608737,4628.33072608737,4807.753661332885,4807.753661332885,9,15000.0,4163.333333333333,5084.285714285715,4402.5,0.2775555555555554,0.338952380952381,0.2935,0.022678582,86.0,12.5,3132.8,3132.8,3254.7,3254.7,3950.0,0.2633333333333333,8.7,20.2,124.0,100.0,0.0,0.1,4430.1,5455.31,5900.01,0,0,1,2
2026-06-03 10:00:00,4000.0,4347.96827368386,3866.066097796298,2589.283048898149,3016.4922494285474,3016.4922494285474,10,15000.0,3999.6666666666665,2936.285714285714,2259.785714285714,0.2666444444444442,0.1957523809523809,0.1506523809523809,0.21497495,182.0,13.6,3009.6,3009.6,3165.0,3165.0,3999.0,0.2666,7.7,20.5,129.0,100.0,0.0,0.1,4323.2,3900.0,4799.0,0,0,1,2
