3m,14d,all,bias3,low,summer,cap,eve,applied,group_by,sb_name,rb_name,rolling,stat,beta,hours_name,hours,gate,th,source_bins,ratio_bins
6.331961918897941,11.087333080144276,6.391634919315728,-48.97787115814047,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,16,"hour,source_ratio_bin,weekend",wide,coarse,21,median,-0.2,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.331961918897941,11.087333080144276,6.391634919315728,-48.97787115814047,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,16,"hour,source_ratio_bin,weekend",wide,coarse,34,median,-0.2,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.332559849354904,11.102024083758984,6.392225348750276,-48.39250897913115,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,24,"hour,source_ratio_bin,weekend",wide,coarse,3,median,-0.2,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3326136093361765,11.084669421137129,6.392278434313946,-49.18740643794518,48.66880876590724,34.1415582900933,1.5505500562664434,2.9446944417686596,59,"hour,source_ratio_bin,weekend",wide,coarse,8,median,-0.2,h789111718,"7-9,11,17,18",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.332668913607563,11.085132513841922,6.39233304479465,-49.18595250847276,48.677617661253485,34.156223640319055,1.5505500562664434,2.9446944417686596,58,"hour,source_ratio_bin,weekend",wide,coarse,13,median,-0.2,h789111718,"7-9,11,17,18",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.332668913607563,11.085132513841922,6.39233304479465,-49.18595250847276,48.677617661253485,34.156223640319055,1.5505500562664434,2.9446944417686596,58,"hour,source_ratio_bin,weekend",wide,coarse,21,median,-0.2,h789111718,"7-9,11,17,18",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.332668913607563,11.085132513841922,6.39233304479465,-49.18595250847276,48.677617661253485,34.156223640319055,1.5505500562664434,2.9446944417686596,58,"hour,source_ratio_bin,weekend",wide,coarse,34,median,-0.2,h789111718,"7-9,11,17,18",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.332863024801785,11.085507014194949,6.392524720868867,-49.390868230526706,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,16,"hour,source_ratio_bin,weekend",wide,coarse,8,median,-0.3,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.332863024801785,11.085507014194949,6.392524720868867,-49.390868230526706,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,16,"hour,source_ratio_bin,weekend",wide,coarse,13,median,-0.3,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.332863024801785,11.085507014194949,6.392524720868867,-49.390868230526706,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,16,"hour,source_ratio_bin,weekend",wide,coarse,21,median,-0.3,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.332863024801785,11.085507014194949,6.392524720868867,-49.390868230526706,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,16,"hour,source_ratio_bin,weekend",wide,coarse,34,median,-0.3,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3332189620016575,11.081232382681655,6.392876192845595,-46.47191316953174,47.82395037888961,34.03776653641757,1.5505500562664434,2.9446944417686596,43,"hour,source_bin",wide,default,3,median,0.25,day,day,absbias,700,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.333364592199072,11.07171442161692,6.393019996115877,-49.21711102234642,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,31,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.2,h78917,"7-9,17",wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.333434580375857,11.090181475416658,6.393089106292758,-49.16845747503598,48.82533805489467,34.345659578344566,1.5505500562664434,2.9446944417686596,54,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.2,h789111718,"7-9,11,17,18",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.333557150206688,11.070875964751623,6.393210138488172,-49.54328825589272,48.746528961574285,34.22890330628473,1.5505500562664434,2.9446944417686596,80,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.2,h789111718,"7-9,11,17,18",wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.333687077435561,11.080928700176102,6.393338435783252,-48.96099330416125,48.81466011989724,34.32056757866812,1.5505500562664434,2.9446944417686596,62,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.15,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.333692019331928,11.087333080144276,6.393343315683657,-48.88094010871491,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,13,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.2,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.333692019331928,11.087333080144276,6.393343315683657,-48.88094010871491,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,13,"hour,source_ratio_bin,weekend",wide,coarse,8,median,-0.2,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.333692019331928,11.087333080144276,6.393343315683657,-48.88094010871491,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,13,"hour,source_ratio_bin,weekend",wide,coarse,13,median,-0.2,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.333692019331928,11.087333080144276,6.393343315683657,-48.88094010871491,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,13,"hour,source_ratio_bin,weekend",wide,coarse,21,median,-0.2,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.333692019331928,11.087333080144276,6.393343315683657,-48.88094010871491,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,13,"hour,source_ratio_bin,weekend",wide,coarse,34,median,-0.2,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.334083339669852,11.101434137694975,6.393729726917866,-48.94724894459581,49.01051265683646,34.32793930580367,1.5505500562664434,2.9446944417686596,68,"hour,source_ratio_bin,weekend",wide,coarse,3,median,-0.2,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.334210004914656,11.083053266922581,6.39385480315039,-49.69323381231434,48.57803333381403,34.087850789003724,1.5505500562664434,2.9446944417686596,59,"hour,source_ratio_bin,weekend",wide,coarse,8,median,-0.3,h789111718,"7-9,11,17,18",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.334234800478845,11.083513768724819,6.393879287654851,-46.210433642842005,47.7951779302892,34.11001411228508,1.5505500562664434,2.9446944417686596,43,"hour,source_bin",wide,default,3,median,0.3,day,day,absbias,700,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.334292961321737,11.083747905979772,6.393936718871446,-49.69105291810572,48.59124667683336,34.10984881434235,1.5505500562664434,2.9446944417686596,58,"hour,source_ratio_bin,weekend",wide,coarse,13,median,-0.3,h789111718,"7-9,11,17,18",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.334292961321737,11.083747905979772,6.393936718871446,-49.69105291810572,48.59124667683336,34.10984881434235,1.5505500562664434,2.9446944417686596,58,"hour,source_ratio_bin,weekend",wide,coarse,21,median,-0.3,h789111718,"7-9,11,17,18",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.334292961321737,11.083747905979772,6.393936718871446,-49.69105291810572,48.59124667683336,34.10984881434235,1.5505500562664434,2.9446944417686596,58,"hour,source_ratio_bin,weekend",wide,coarse,34,median,-0.3,h789111718,"7-9,11,17,18",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.334658595527265,11.081859667870269,6.39429776620514,-46.73339269622148,48.002198964231305,34.05763158047293,1.5505500562664434,2.9446944417686596,43,"hour,source_bin",wide,default,3,median,0.2,day,day,absbias,700,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.334685616477817,11.085477498244401,6.394324448178552,-49.05340459298686,48.697884431203256,34.16841204063809,1.5505500562664434,2.9446944417686596,63,"hour,source_ratio_bin,weekend",wide,coarse,8,median,-0.15,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.334729187702,11.085840413860975,6.394367472802832,-49.052431409992415,48.70482448021412,34.179904954614834,1.5505500562664434,2.9446944417686596,63,"hour,source_ratio_bin,weekend",wide,coarse,13,median,-0.15,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.334729187702,11.085840413860975,6.394367472802832,-49.052431409992415,48.70482448021412,34.179904954614834,1.5505500562664434,2.9446944417686596,63,"hour,source_ratio_bin,weekend",wide,coarse,21,median,-0.15,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.334729187702,11.085840413860975,6.394367472802832,-49.052431409992415,48.70482448021412,34.179904954614834,1.5505500562664434,2.9446944417686596,63,"hour,source_ratio_bin,weekend",wide,coarse,34,median,-0.15,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.334945201718294,11.07426600567564,6.394580776928772,-48.48750193562587,49.01948552270789,34.298210296974105,1.5505500562664434,2.9446944417686596,33,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.2,morning,morning,wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335072510263619,11.094719920957358,6.394706488391626,-49.885735776647856,48.85597939009811,34.195400365981584,1.5505500562664434,2.9446944417686596,65,"hour,source_ratio_bin,weekend",wide,coarse,13,mean,-0.2,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335072510263619,11.094719920957358,6.394706488391626,-49.885735776647856,48.85597939009811,34.195400365981584,1.5505500562664434,2.9446944417686596,65,"hour,source_ratio_bin,weekend",wide,coarse,21,mean,-0.2,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335072510263619,11.094719920957358,6.394706488391626,-49.885735776647856,48.85597939009811,34.195400365981584,1.5505500562664434,2.9446944417686596,65,"hour,source_ratio_bin,weekend",wide,coarse,34,mean,-0.2,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335087282565264,11.094569246068058,6.394721075375122,-49.89910143950115,48.8411198406994,34.1651283162667,1.5505500562664434,2.9446944417686596,65,"hour,source_ratio_bin,weekend",wide,coarse,8,mean,-0.2,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335272974778934,11.09406508406555,6.394904438084681,-49.68973607083151,48.92542596288209,34.29215893734223,1.5505500562664434,2.9446944417686596,68,"hour,source_ratio_bin,weekend",wide,coarse,5,mean,-0.2,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335327059392871,11.111406190534755,6.394957844208508,-48.42018042818148,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,17,"hour,source_ratio_bin,weekend",wide,coarse,3,median,-0.2,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3353586603071514,11.087165257851897,6.394989048690118,-48.33235098769037,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,24,"hour,source_ratio_bin,weekend",wide,coarse,3,median,-0.15,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335372581933085,11.079592339011038,6.395002795669609,-48.70630649003087,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,17,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.15,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335458175452767,11.085507014194949,6.395087315420758,-49.24547165638837,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,13,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.3,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335458175452767,11.085507014194949,6.395087315420758,-49.24547165638837,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,13,"hour,source_ratio_bin,weekend",wide,coarse,8,median,-0.3,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335458175452767,11.085507014194949,6.395087315420758,-49.24547165638837,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,13,"hour,source_ratio_bin,weekend",wide,coarse,13,median,-0.3,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335458175452767,11.085507014194949,6.395087315420758,-49.24547165638837,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,13,"hour,source_ratio_bin,weekend",wide,coarse,21,median,-0.3,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335458175452767,11.085507014194949,6.395087315420758,-49.24547165638837,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,13,"hour,source_ratio_bin,weekend",wide,coarse,34,median,-0.3,h78917,"7-9,17",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3354911840833275,11.085132513841922,6.395119909958886,-49.1939366423381,48.758633101462394,34.156223640319055,1.5505500562664434,2.9446944417686596,53,"hour,source_ratio_bin,weekend",wide,coarse,13,median,-0.2,h789111718,"7-9,11,17,18",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3354911840833275,11.085132513841922,6.395119909958886,-49.1939366423381,48.758633101462394,34.156223640319055,1.5505500562664434,2.9446944417686596,53,"hour,source_ratio_bin,weekend",wide,coarse,21,median,-0.2,h789111718,"7-9,11,17,18",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3354911840833275,11.085132513841922,6.395119909958886,-49.1939366423381,48.758633101462394,34.156223640319055,1.5505500562664434,2.9446944417686596,53,"hour,source_ratio_bin,weekend",wide,coarse,34,median,-0.2,h789111718,"7-9,11,17,18",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335539004640432,11.090060912474362,6.395167130608314,-49.129792113906724,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,23,"hour,source_ratio_bin,weekend",wide,coarse,5,mean,-0.2,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335551382094113,11.086693733633842,6.395179352787153,-48.74863693667924,48.970018980500974,34.331689522180056,1.5505500562664434,2.9446944417686596,68,"hour,source_ratio_bin,weekend",wide,coarse,3,median,-0.15,h789111718,"7-9,11,17,18",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335616388425603,11.062079026403914,6.3952435436158614,-49.74972802683564,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,31,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.3,h78917,"7-9,17",wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335751239767225,11.087019317505494,6.395376703250825,-49.16369321441999,48.81999676517149,34.24551947085314,1.5505500562664434,2.9446944417686596,52,"hour,source_ratio_bin,weekend",wide,coarse,8,median,-0.2,h789111718,"7-9,11,17,18",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335803090528502,11.084669421137129,6.3954279035456185,-49.652158498472964,48.66880876590724,34.1415582900933,1.5505500562664434,2.9446944417686596,74,"hour,source_ratio_bin,weekend",wide,coarse,8,median,-0.2,h789111718,"7-9,11,17,18",wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335858095987041,11.091923429240637,6.395482218962075,-49.664900104106245,48.825952292366296,34.41306958888496,1.5505500562664434,2.9446944417686596,54,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.3,h789111718,"7-9,11,17,18",wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335861185494079,11.085153308625895,6.395485269711326,-49.65086092114705,48.678062164588404,34.15688217539563,1.5505500562664434,2.9446944417686596,74,"hour,source_ratio_bin,weekend",wide,coarse,13,median,-0.2,h789111718,"7-9,11,17,18",wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335861185494079,11.085153308625895,6.395485269711326,-49.65086092114705,48.678062164588404,34.15688217539563,1.5505500562664434,2.9446944417686596,74,"hour,source_ratio_bin,weekend",wide,coarse,21,median,-0.2,h789111718,"7-9,11,17,18",wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335861185494079,11.085153308625895,6.395485269711326,-49.65086092114705,48.678062164588404,34.15688217539563,1.5505500562664434,2.9446944417686596,74,"hour,source_ratio_bin,weekend",wide,coarse,34,median,-0.2,h789111718,"7-9,11,17,18",wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335879286023095,11.092596510199893,6.395503143169664,-49.32732417667348,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,18,"hour,source_ratio_bin,weekend",wide,coarse,13,mean,-0.2,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335879286023095,11.092596510199893,6.395503143169664,-49.32732417667348,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,18,"hour,source_ratio_bin,weekend",wide,coarse,21,mean,-0.2,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335879286023095,11.092596510199893,6.395503143169664,-49.32732417667348,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,18,"hour,source_ratio_bin,weekend",wide,coarse,34,mean,-0.2,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335912520459649,11.092844155725116,6.395535960681054,-49.325462175630726,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,18,"hour,source_ratio_bin,weekend",wide,coarse,8,mean,-0.2,h78917,"7-9,17",wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335967385218928,11.087333080144276,6.395590137163319,-48.915276895233646,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,11,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.2,h78917,"7-9,17",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335967385218928,11.087333080144276,6.395590137163319,-48.915276895233646,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,11,"hour,source_ratio_bin,weekend",wide,coarse,8,median,-0.2,h78917,"7-9,17",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335967385218928,11.087333080144276,6.395590137163319,-48.915276895233646,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,11,"hour,source_ratio_bin,weekend",wide,coarse,13,median,-0.2,h78917,"7-9,17",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335967385218928,11.087333080144276,6.395590137163319,-48.915276895233646,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,11,"hour,source_ratio_bin,weekend",wide,coarse,21,median,-0.2,h78917,"7-9,17",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.335967385218928,11.087333080144276,6.395590137163319,-48.915276895233646,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,11,"hour,source_ratio_bin,weekend",wide,coarse,34,median,-0.2,h78917,"7-9,17",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.336225400422824,11.07018571262548,6.3958449155730275,-49.20192316118223,49.01976288855788,34.298210296974105,1.5505500562664434,2.9446944417686596,50,"hour,source_ratio_bin,weekend",wide,coarse,5,median,-0.2,morning,morning,wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3362436843776955,11.088679915597703,6.395862970156148,-48.916333710875605,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,11,"hour,source_ratio_bin,weekend",wide,coarse,5,mean,-0.2,h78917,"7-9,17",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3362436843776955,11.088679915597703,6.395862970156148,-48.916333710875605,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,11,"hour,source_ratio_bin,weekend",wide,coarse,8,mean,-0.2,h78917,"7-9,17",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3362436843776955,11.088679915597703,6.395862970156148,-48.916333710875605,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,11,"hour,source_ratio_bin,weekend",wide,coarse,13,mean,-0.2,h78917,"7-9,17",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3362436843776955,11.088679915597703,6.395862970156148,-48.916333710875605,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,11,"hour,source_ratio_bin,weekend",wide,coarse,21,mean,-0.2,h78917,"7-9,17",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
6.3362436843776955,11.088679915597703,6.395862970156148,-48.916333710875605,48.85662364643063,34.34662188394294,1.5505500562664434,2.9446944417686596,11,"hour,source_ratio_bin,weekend",wide,coarse,34,mean,-0.2,h78917,"7-9,17",wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.05,0.1,0.2,0.5,0.85,0.98,1.01"
