candidate,group_by,rolling,stat,thr,hours,distop,distthr,alpha,applied,wmape_3m,wmape_14d,wmape_all,bias_3m,delta_3m,delta_14d,delta_all
f_price_lag_24,hour_cr,21,median,-500,night,ge_abs,500.0,0.1,98,6.29709180303265,10.942179069610573,6.357202248169471,-49.339043368327175,-0.018617236737116016,-0.09370760752227625,-0.01838368397448331
f_price_lag_24,hour_cr,13,mean,-250,midday,le_rel,0.1,-0.3,79,6.297184879751404,11.035886677132849,6.357294157243149,-48.146839524725,-0.018524160018362323,0.0,-0.018291774900805358
f_price_lag_24,hour_cr,13,mean,-250,day,le_rel,0.1,-0.3,79,6.297184879751404,11.035886677132849,6.357294157243149,-48.146839524725,-0.018524160018362323,0.0,-0.018291774900805358
f_price_lag_24,hour_sr_diff,5,mean,-250,all,ge_abs,1000.0,0.2,32,6.297267191020444,10.997337793118644,6.357375435919405,-48.81014981303397,-0.01844184874932253,-0.03854888401420453,-0.01821049622454929
f_price_lag_24,hour_cr,21,median,-500,night,ge_abs,500.0,0.05,98,6.297312399805389,10.98354297191873,6.3574200775612875,-49.437056181377265,-0.01839663996437757,-0.052343705214118685,-0.01816585458266662
f_price_lag_24,hour_sr_diff,3,mean,-250,peakerr,ge_rel,0.1,0.3,16,6.297380458346785,11.035886677132849,6.357487282310012,-48.58213605632137,-0.018328581422981216,0.0,-0.018098649833942382
f_price_lag_24,hour_sr_weekend,3,mean,500,peakerr,ge_rel,0.1,0.2,8,6.297385625055127,11.035886677132849,6.357492384202129,-48.52003276605204,-0.018323414714639163,0.0,-0.018093547941824717
f_price_lag_24,hour_sr,5,median,-100,19-23,ge_rel,0.1,-0.3,14,6.297476613604681,10.904911967436291,6.3575822313026356,-48.084834248017856,-0.018232426165084803,-0.13097470969655767,-0.018003700841318526
f_price_lag_24,hour_sr_weekend,3,mean,100,peakerr,ge_rel,0.1,0.2,14,6.297556320104322,11.001983402449182,6.35766093788626,-48.268899896107406,-0.018152719665444295,-0.033903274683666496,-0.017924994257693783
f_price_lag_24,hour_sr_diff,5,mean,-250,all,ge_rel,0.1,0.2,21,6.297578622359438,10.992230877758107,6.357682960360152,-48.75919432221367,-0.018130417410327837,-0.04365579937474173,-0.01790297178380218
f_price_lag_24,hour_sr_weekend,3,mean,500,peakerr,ge_abs,1000.0,0.2,8,6.297715716108837,11.049019112819728,6.357818334271943,-48.53852653185522,-0.017993323660928873,0.013132435686879163,-0.017767597872010654
f_price_lag_24,hour_sr_diff,3,mean,-250,all,ge_rel,0.1,0.2,22,6.297740467010714,11.03449710845591,6.357842774674383,-48.69866662997272,-0.017968572759052392,-0.0013895686769398452,-0.017743157469571003
f_price_lag_24,hour_sr_diff,5,mean,-250,all,ge_rel,0.1,0.3,21,6.297865702372324,10.980827185195688,6.357966438961558,-48.37125698610686,-0.017843337397442482,-0.0550594919371612,-0.017619493182396084
f_price_lag_24,hour_cr,55,median,-500,night,ge_rel,0.1,0.05,51,6.297906426961831,11.00358969362084,6.358006652662121,-49.36154592299339,-0.017802612807935603,-0.03229698351200838,-0.0175792794818328
f_price_lag_24,hour_cr,21,median,-500,night,none,0.0,0.05,210,6.297914600851868,10.984331935487296,6.358014724010917,-49.453745060192574,-0.017794438917897892,-0.05155474164555329,-0.017571208133037253
f_price_lag_24,hour_sr_weekend,3,mean,100,night,none,0.0,0.2,21,6.29795194744127,10.898154317308189,6.3580516020883024,-48.06556236834514,-0.017757092328496427,-0.13773235982466048,-0.017534330055651637
f_price_lag_24,hour_sr_diff,3,mean,-250,all,ge_rel,0.1,0.3,22,6.297996841464247,11.044226531242394,6.358095932916899,-48.28046544774542,-0.017712198305519067,0.008339854109545186,-0.017489999227055186
f_price_lag_24,hour_sr_weekend,3,mean,500,all,ge_rel,0.1,0.2,10,6.2980020906893515,10.997548928122391,6.358101116290609,-48.63522535327103,-0.017706949080414702,-0.0383377490104575,-0.01748481585334538
f_price_lag_24,hour_sr_weekend,5,median,250,peakerr,ge_rel,0.1,0.2,8,6.298143127030592,11.035886677132849,6.358240383334525,-48.44916255126316,-0.017565912739174294,0.0,-0.017345548809428735
f_price_lag_24,hour_sr_weekend,8,mean,100,peakerr,ge_rel,0.1,0.2,8,6.298143127030592,11.035886677132849,6.358240383334525,-48.44916255126316,-0.017565912739174294,0.0,-0.017345548809428735
f_price_lag_24,hour_sr_weekend,8,mean,250,peakerr,ge_rel,0.1,0.2,8,6.298143127030592,11.035886677132849,6.358240383334525,-48.44916255126316,-0.017565912739174294,0.0,-0.017345548809428735
