3m,14d,all,bias3,low,summer,cap,eve,applied,group_by,sb_name,rb_name,rolling,stat,beta,hours,gate,th,source_bins,ratio_bins
6.491195020892435,11.364308331904992,6.548870446084727,-41.148506192825465,51.32148563514946,37.3702267936982,1.5473075597465276,3.0233306701150933,401,"hour,source_bin",wide,default,5,mean,0.3,day,wmape,15,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.4919160251175,11.367671105554237,6.549582405330077,-42.23411339392733,50.95063283365421,37.1843117323011,1.5473075597465276,3.0233306701150933,401,"hour,source_bin",wide,default,5,mean,0.25,day,wmape,15,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.491980499560322,11.385940861829203,6.54964607094265,-40.280602800340695,51.39453618261426,37.400892648791285,1.5473075597465276,3.0233306701150933,420,"hour,source_bin",wide,default,5,mean,0.3,lowday,wmape,12,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.492457549175201,11.370211213154436,6.55011713598221,-41.97737118255021,50.97519310772145,37.20870798756663,1.5473075597465276,3.0233306701150933,349,"hour,source_bin",wide,default,5,mean,0.3,day,wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.492758526072177,11.385698213824416,6.550414337131649,-41.50299093434243,51.01150828987486,37.20986661154532,1.5473075597465276,3.0233306701150933,420,"hour,source_bin",wide,default,5,mean,0.25,lowday,wmape,12,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.493487295500816,11.312118630612451,6.551133964166291,-47.06113652544057,51.4000946261575,36.8571433205866,1.5473075597465276,3.0055047062396296,221,"hour,source_ratio_bin,summer",wide,default,3,median,0.2,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.493824349484588,11.372590173262108,6.551466789816386,-42.938696736007074,50.66205572746421,37.04971272719145,1.5473075597465276,3.0233306701150933,349,"hour,source_bin",wide,default,5,mean,0.25,day,wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.493879325742307,11.332968451005215,6.551521076398344,-47.03213724473755,51.28584644536065,36.85464583145169,1.5473075597465276,3.0055047062396296,220,"hour,source_ratio_bin,summer",wide,default,8,median,0.2,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.494095519866821,11.332968451005215,6.551734558373052,-47.038785987867406,51.32028196669707,36.85464583145169,1.5473075597465276,3.0055047062396296,219,"hour,source_ratio_bin,summer",wide,default,13,median,0.2,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.49409930581685,11.332968451005215,6.551738296828432,-47.03495073877811,51.320884994939554,36.85464583145169,1.5473075597465276,3.0055047062396296,235,"hour,source_ratio_bin,summer",wide,default,34,median,0.2,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.49410124444487,11.332968451005215,6.551740211136416,-47.035186107034924,51.32119378069757,36.85464583145169,1.5473075597465276,3.0055047062396296,232,"hour,source_ratio_bin,summer",wide,default,21,median,0.2,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.494383061066042,11.387684305660137,6.552018492375222,-40.90054595970666,51.32148563514946,37.3702267936982,1.5473075597465276,3.0233306701150933,391,"hour,source_bin",wide,default,5,mean,0.3,lowday,wmape,15,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.494396489377968,11.316795590471527,6.552031752229313,-47.129963551041115,51.26401702761421,36.7158421392242,1.5473075597465276,3.0072873026271765,221,"hour,source_ratio_bin,summer",wide,default,3,median,0.18,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.494490739691765,11.374471166943653,6.552124820175316,-43.31972059502918,50.70680142983374,37.107249667322634,1.5473075597465276,3.0233306701150933,401,"hour,source_bin",wide,default,5,mean,0.2,day,wmape,15,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.4945404279313115,11.366218235695126,6.552173885077157,-41.590178808798065,51.01150828987486,37.20986661154532,1.5473075597465276,3.0233306701150933,434,"hour,source_bin",wide,default,5,mean,0.25,day,wmape,12,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.494627909498751,11.334936106129936,6.552260269190552,-47.178985012459506,51.36302125438138,36.85464583145169,1.5473075597465276,3.0055047062396296,218,"hour,source_ratio_bin,summer",wide,default,5,median,0.2,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.494694430164151,11.337837387514131,6.552325955355892,-46.77009464057556,51.238337741868335,36.734037960738405,1.5473075597465276,3.0233306701150933,274,"hour,source_ratio_bin",wide,default,3,median,0.2,all,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.494802639750535,11.337404867694572,6.5524328074557605,-46.71086677456219,51.41801903012625,36.7203408012544,1.5473075597465276,3.0233306701150933,241,"hour,source_ratio_bin",wide,default,3,median,0.2,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.494839142847618,11.335560428825012,6.5524688526224155,-47.1038641984084,51.175501240715136,36.71359439900277,1.5473075597465276,3.0072873026271765,220,"hour,source_ratio_bin,summer",wide,default,8,median,0.18,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.494861905734199,11.36256488807406,6.552491329949163,-40.38522824968747,51.39453618261426,37.400892648791285,1.5473075597465276,3.0233306701150933,434,"hour,source_bin",wide,default,5,mean,0.3,day,wmape,12,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.495041965795356,11.335560428825012,6.55266913116142,-47.10984806722529,51.207806993519554,36.71359439900277,1.5473075597465276,3.0072873026271765,219,"hour,source_ratio_bin,summer",wide,default,13,median,0.18,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.495044241946933,11.335560428825012,6.552671378758733,-47.106396343044906,51.20816954021854,36.71359439900277,1.5473075597465276,3.0072873026271765,235,"hour,source_ratio_bin,summer",wide,default,34,median,0.18,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.495045986712153,11.335560428825012,6.552673101635917,-47.10660817447605,51.20844744740075,36.71359439900277,1.5473075597465276,3.0072873026271765,232,"hour,source_ratio_bin,summer",wide,default,21,median,0.18,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.495117320253095,11.387151083683525,6.552743540299398,-42.02747986632833,50.95063283365421,37.1843117323011,1.5473075597465276,3.0233306701150933,391,"hour,source_bin",wide,default,5,mean,0.25,lowday,wmape,15,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.495276466402883,11.335737105716493,6.5529006899647735,-47.23602718935817,51.24138178719807,36.71359439900277,1.5473075597465276,3.0072873026271765,218,"hour,source_ratio_bin,summer",wide,default,5,median,0.18,peakerr,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
