kind,wmape_3m,wmape_14d,wmape_all,bias_3m,low,summer_low,cap_spike,evening,applied,rolling,stat,beta,hours,gate,thr,group_by,delta_3m,delta_14d
group,6.319639430438979,11.068192568054355,6.379467016161919,-49.733827920893354,48.93705451243942,34.42525089227065,1.5627999904957335,2.9416752081338546,435,8,median,0.05,all,absbias,250,"hour,source_ratio_bin",-0.008772812642270367,-0.0064233129704796
group,6.319646578434199,11.083302614594901,6.379474074485719,-48.47048285609091,48.73285302790931,34.59117900818768,1.5505500562664434,2.9446944417686596,1038,3,median,0.05,7-18,none,0,"hour,source_ratio_bin",-0.008765664647050642,0.008686733570065996
group,6.319761479882192,11.105040088167105,6.379587534497963,-46.04317867571549,50.101933872896375,35.57120345103794,1.5505500562664434,2.9446944417686596,380,3,mean,0.2,10-16,wmape,15,"hour,source_bin",-0.00865076319905711,0.030424207142269566
group,6.319768701207205,11.14606281345318,6.379594665231636,-49.02766560210758,49.42994433897842,35.229819593379844,1.5808661764945675,2.937338159336082,1138,8,mean,0.1,all,absbias,100,"hour,source_bin",-0.00864354187404448,0.07144693242834421
group,6.319773513831464,11.092606460402495,6.379599417481645,-48.1670294119153,49.02387844226624,34.847106783844225,1.5505500562664434,2.9446944417686596,340,3,mean,0.1,10-18,wmape,20,"hour,source_bin",-0.00863872924978537,0.0179905793776598
group,6.319821551004434,11.095756067591598,6.379646852029499,-49.61830780436221,49.084545220574284,34.963534416476165,1.5620959115068804,2.9410552499556935,375,8,median,0.1,all,absbias,250,"hour,source_bin,weekend",-0.008590692076815287,0.021140186566762864
group,6.319822007643464,11.081314063150892,6.379647302940003,-48.61166289616186,48.79755805405588,34.57433891850504,1.5505500562664434,2.9446944417686596,478,3,mean,0.05,7-18,wmape,15,"hour,source_ratio_bin",-0.008590235437785587,0.006698182126056551
group,6.3198475153847795,11.089339813070028,6.379672490687352,-47.546474373528774,49.42994433897842,35.229819593379844,1.5505500562664434,2.9446944417686596,422,8,mean,0.1,10-18,absbias,100,"hour,source_bin",-0.008564727696469987,0.014723932045193067
group,6.319847551412826,11.082293055313347,6.379672526263426,-48.49361882993672,48.80792792675746,34.59902577499119,1.5505500562664434,2.9446944417686596,521,3,median,0.05,7-18,absbias,100,"hour,source_ratio_bin",-0.008564691668423663,0.007677174288511779
group,6.319850588649283,11.079733937695634,6.379675525397829,-48.50580162686266,48.98730004228267,34.802132444197625,1.5505500562664434,2.9446944417686596,376,3,mean,0.1,all,wmape,25,"hour,source_ratio_bin",-0.008561654431966659,0.00511805667079912
group,6.319853983257453,11.076968343119223,6.3796788774207265,-47.97838434249808,48.870883349637054,34.65491735331464,1.5505500562664434,2.9446944417686596,1038,3,mean,0.05,7-18,none,0,"hour,source_ratio_bin",-0.0085582598237961,0.002352462094387775
group,6.319861540635034,11.050447745513118,6.379686339991197,-49.0048786347732,48.979912032455566,34.44190589084257,1.5784793932733336,2.945172634819725,2088,5,median,0.1,all,none,0,"hour,source_ratio_bin",-0.008550702446215475,-0.024168135511716926
group,6.319977905625708,11.0935741592539,6.379801245186015,-48.04968679767765,49.070369784046605,34.94619034007968,1.5505500562664434,2.9446944417686596,397,3,mean,0.1,10-18,wmape,15,"hour,source_bin",-0.008434337455541119,0.018958278229064263
group,6.320038103703044,11.100612881083052,6.379860688079997,-48.27088411414834,48.89637522580935,34.81403655927105,1.5505500562664434,2.9446944417686596,778,3,median,0.1,10-18,none,0,"hour,source_bin",-0.008374139378205747,0.025997000058216813
group,6.32009969059006,11.106060544542288,6.3799215023610785,-47.72113114501238,49.495865585742784,35.42276404448464,1.5505500562664434,2.9446944417686596,356,2,mean,0.1,10-18,wmape,15,"hour,source_bin,weekend",-0.008312552491189784,0.03144466351745301
group,6.32009969059006,11.106060544542288,6.3799215023610785,-47.72113114501238,49.495865585742784,35.42276404448464,1.5505500562664434,2.9446944417686596,356,2,median,0.1,10-18,wmape,15,"hour,source_bin,weekend",-0.008312552491189784,0.03144466351745301
