kind,hours,gate,threshold,beta,applied,wmape_3m,wmape_14d,wmape_all,rolling,stat
hourbias,night,wmape,5,0.03,323,6.006050835285846,10.330299524870098,6.069311214429525,1,median
hourbias,night,absbias,500,0.05,169,6.006059225633124,10.335257385022542,6.069319499520109,1,mean
hourbias,night,absbias,500,0.05,169,6.006059225633124,10.335257385022542,6.069319499520109,1,median
hourbias,all,none,0,0.03,2208,6.00606024379057,10.349116329572198,6.0693205049047965,2,mean
hourbias,all,none,0,0.03,2208,6.00606024379057,10.349116329572198,6.0693205049047965,2,median
hourbias,nooneve,absbias,250,0.08,274,6.006063673247305,10.31617344448154,6.069323891339082,5,median
daybias,midday,absbias,250,0.2,24,6.006075111823937,10.324314618908817,6.069335186419062,8,mean
daybias,midday,absbias,250,0.2,24,6.006075111823937,10.324314618908817,6.069335186419062,14,mean
daybias,midday,absbias,250,0.2,24,6.006075111823937,10.324314618908817,6.069335186419062,21,mean
daybias,midday,absbias,250,0.2,24,6.006075111823937,10.324314618908817,6.069335186419062,30,mean
hourbias,night,absbias,400,0.03,216,6.006082938018132,10.331698963126378,6.0693429144338475,1,mean
hourbias,night,absbias,400,0.03,216,6.006082938018132,10.331698963126378,6.0693429144338475,1,median
hourbias,all,absbias,100,0.02,1308,6.006089987997865,10.337817276927716,6.0693498759717635,2,mean
hourbias,all,absbias,100,0.02,1308,6.006089987997865,10.337817276927716,6.0693498759717635,2,median
hourbias,all,absbias,250,0.03,361,6.006090842028229,10.314449492633809,6.069350719288338,5,median
daybias,peakerr,absbias,250,0.2,52,6.006094926712044,10.324314618908817,6.0693547527298986,8,mean
daybias,peakerr,absbias,250,0.2,52,6.006094926712044,10.324314618908817,6.0693547527298986,14,mean
daybias,peakerr,absbias,250,0.2,52,6.006094926712044,10.324314618908817,6.0693547527298986,21,mean
daybias,peakerr,absbias,250,0.2,52,6.006094926712044,10.324314618908817,6.0693547527298986,30,mean
hourbias,nooneve,none,0,0.02,1564,6.006095586764451,10.321282109569674,6.069355404501966,3,mean
hourbias,all,absbias,150,0.05,590,6.006096961490333,10.31030374652998,6.069356761981947,5,median
hourbias,all,absbias,150,0.03,1045,6.006104989978108,10.32950686223219,6.069364689752546,3,mean
hourbias,all,none,0,0.05,2208,6.00610664209455,10.3160867227841,6.06936632114323,34,mean
hourbias,nooneve,absbias,50,0.02,1200,6.006110323029767,10.321206107977936,6.069369955901205,3,mean
hourbias,all,absbias,400,0.03,589,6.006112918042668,10.350205886971384,6.069372518359736,1,mean
hourbias,all,absbias,400,0.03,589,6.006112918042668,10.350205886971384,6.069372518359736,1,median
daybias,midday,absbias,250,0.15,72,6.006116967065206,10.312241451761771,6.069376516587389,3,mean
hourbias,night,absbias,250,0.03,324,6.006120183327793,10.329025324671584,6.069379692502045,1,mean
hourbias,night,absbias,250,0.03,324,6.006120183327793,10.329025324671584,6.069379692502045,1,median
hourbias,day,wmape,15,0.2,375,6.006122062017298,10.325738381260738,6.069381547623436,21,median
hourbias,lowday,wmape,15,0.2,375,6.006122062017298,10.325738381260738,6.069381547623436,21,median
hourbias,midday,wmape,15,0.2,375,6.006122062017298,10.325738381260738,6.069381547623436,21,median
hourbias,10-16,wmape,15,0.2,375,6.006122062017298,10.325738381260738,6.069381547623436,21,median
hourbias,evening,absbias,50,0.2,182,6.006122255908744,10.313442245663811,6.0693817390825195,13,median
hourbias,all,absbias,500,0.03,208,6.006124275335685,10.308218316889551,6.069383733175799,3,median
daybias,peakerr,absbias,150,0.08,260,6.006128281950829,10.312593977821436,6.069387689528059,5,mean
hourbias,night,none,0,0.03,736,6.006128415320389,10.329708722116226,6.069387821224502,1,mean
hourbias,night,none,0,0.03,736,6.006128415320389,10.329708722116226,6.069387821224502,1,median
hourbias,11-15,wmape,15,0.2,345,6.006129174822216,10.32594615731521,6.069388571198397,21,median
daybias,all,absbias,100,0.05,648,6.006130950979472,10.317352008236014,6.069390325073807,3,mean
hourbias,evening,absbias,100,0.08,203,6.006131670844397,10.313579750962454,6.069391035908043,13,mean
daybias,all,absbias,250,0.1,288,6.006141243879101,10.302353325711689,6.06940048884927,3,mean
hourbias,night,wmape,8,0.08,272,6.006143600342097,10.320619423793527,6.069402815750498,3,mean
hourbias,night,wmape,8,0.05,215,6.006148268451218,10.337733590171633,6.069407425298309,1,mean
hourbias,night,wmape,8,0.05,215,6.006148268451218,10.337733590171633,6.069407425298309,1,median
hourbias,all,absbias,400,0.05,309,6.00615672411275,10.326895847795448,6.069415774883781,5,mean
hourbias,night,wmape,12,0.05,171,6.0061574576592855,10.31204753179763,6.069416499227993,2,mean
hourbias,night,wmape,12,0.05,171,6.0061574576592855,10.31204753179763,6.069416499227993,2,median
hourbias,peakerr,wmape,30,0.05,249,6.006158103298596,10.308949940520723,6.069417136767776,3,median
hourbias,all,absbias,50,0.02,1572,6.006160439581211,10.33772419320234,6.0694194437417845,1,mean
hourbias,all,absbias,50,0.02,1572,6.006160439581211,10.33772419320234,6.0694194437417845,1,median
hourbias,peakerr,wmape,12,0.05,459,6.006162929551003,10.312262141648565,6.069421902474968,5,median
hourbias,peakerr,absbias,100,0.05,564,6.006172190487164,10.318484218140863,6.069431047232919,34,mean
hourbias,all,absbias,500,0.02,203,6.006173910854755,10.319139695444626,6.069432746018542,5,mean
daybias,11-15,absbias,250,0.15,60,6.0061772941889195,10.306161957523074,6.0694360869088655,3,mean
hourbias,all,wmape,5,0.02,1318,6.006178561302498,10.32305595096197,6.069437338126538,3,mean
hourbias,11-15,wmape,12,0.3,424,6.006180128028333,10.324551076461413,6.069438885197836,34,median
hourbias,all,wmape,10,0.02,982,6.00618066023949,10.31487095819425,6.069439410732418,5,mean
hourbias,all,absbias,50,0.03,1621,6.0061868776753835,10.349168213629653,6.0694455501707365,2,mean
hourbias,all,absbias,50,0.03,1621,6.0061868776753835,10.349168213629653,6.0694455501707365,2,median
hourbias,all,absbias,700,0.02,152,6.006187354234605,10.322093719686107,6.069446020751534,3,mean
hourbias,peakerr,absbias,400,0.05,95,6.006190194847572,10.31100448237246,6.069448825729084,5,median
daybias,lowday,wmape,10,0.15,91,6.0061929829132366,10.314220337323587,6.069451578818535,3,mean
daybias,10-16,wmape,10,0.15,91,6.0061929829132366,10.314220337323587,6.069451578818535,3,mean
hourbias,all,wmape,12,0.02,793,6.0061996516153835,10.321004311781245,6.069458163861984,3,mean
hourbias,nooneve,absbias,250,0.03,274,6.006200935940808,10.31734901909416,6.069459432075576,5,median
hourbias,evening,absbias,150,0.2,124,6.00620689862339,10.306394217664677,6.069465319956457,13,mean
hourbias,night,wmape,10,0.1,198,6.006214284796014,10.330004667469526,6.069472613469735,2,mean
hourbias,night,wmape,10,0.1,198,6.006214284796014,10.330004667469526,6.069472613469735,2,median
hourbias,night,absbias,150,0.08,413,6.006216726004259,10.347614139199093,6.069475024053082,1,mean
hourbias,night,absbias,150,0.08,413,6.006216726004259,10.347614139199093,6.069475024053082,1,median
hourbias,peakerr,wmape,40,-0.1,384,6.00621891915368,10.316019530880405,6.0694771896895,8,mean
hourbias,nooneve,absbias,150,0.03,773,6.006222063410214,10.324359951951605,6.069480294501416,3,mean
hourbias,peakerr,absbias,400,0.05,211,6.006231018851635,10.32499683197679,6.069489137597051,5,mean
hourbias,all,absbias,100,0.02,1293,6.006241331785515,10.337017694202741,6.069499321155436,1,mean
hourbias,all,absbias,100,0.02,1293,6.006241331785515,10.337017694202741,6.069499321155436,1,median
daybias,peakerr,absbias,100,0.1,351,6.006241519329054,10.328160946277286,6.069499506346246,3,mean
hourbias,evening,absbias,100,0.08,201,6.006241560973867,10.304751865929864,6.069499547468626,3,median
hourbias,evening,absbias,100,0.08,247,6.006246676263638,10.34194356388444,6.069504598587217,1,mean
hourbias,evening,absbias,100,0.08,247,6.006246676263638,10.34194356388444,6.069504598587217,1,median
hourbias,all,none,0,0.03,2208,6.0062470260554734,10.31837700490515,6.069504943990925,13,mean
daybias,midday,wmape,10,0.3,78,6.006247264748891,10.32338630765295,6.069505179689939,3,mean
hourbias,all,absbias,250,0.02,856,6.006253918498715,10.336520141495527,6.06951174996864,1,mean
hourbias,all,absbias,250,0.02,856,6.006253918498715,10.336520141495527,6.06951174996864,1,median
hourbias,11-15,wmape,12,0.15,420,6.0062625728847,10.325126202184341,6.069520295785572,21,median
hourbias,evening,none,0,0.15,460,6.0062628826479205,10.311338933279094,6.06952060166282,34,mean
hourbias,peakerr,absbias,400,0.03,211,6.006265456095732,10.321481816319846,6.069523142826793,5,mean
hourbias,night,wmape,8,0.1,299,6.0062715157319575,10.325513085756093,6.069529126445038,5,mean
hourbias,all,absbias,700,0.05,61,6.006273494682142,10.310132501510589,6.06953108056934,5,median
hourbias,all,absbias,400,0.02,299,6.006280065525095,10.309749279689628,6.069537568981238,3,median
hourbias,nooneve,absbias,250,0.02,515,6.006283384923738,10.321971136680478,6.069540846738108,3,mean
hourbias,all,absbias,150,0.02,1081,6.006283409585624,10.336521145570185,6.069540871090611,2,mean
hourbias,all,absbias,150,0.02,1081,6.006283409585624,10.336521145570185,6.069540871090611,2,median
hourbias,all,none,0,0.02,2208,6.006284077514849,10.337841790146685,6.06954153064068,1,mean
hourbias,all,none,0,0.02,2208,6.006284077514849,10.337841790146685,6.06954153064068,1,median
hourbias,all,absbias,150,0.03,577,6.006294482810027,10.317272041078075,6.069551805401694,21,mean
hourbias,peakerr,wmape,5,0.05,933,6.00629449003399,10.320237290070109,6.069551812535033,21,mean
hourbias,peakerr,none,0,0.03,1196,6.006302057797673,10.321178361166892,6.069559285361311,21,mean
hourbias,evening,none,0,0.15,460,6.0063118612664255,10.313874020399687,6.069568965845798,13,median
hourbias,day,wmape,12,0.15,457,6.006312810774472,10.325325086850812,6.06956990344229,21,median
hourbias,lowday,wmape,12,0.15,457,6.006312810774472,10.325325086850812,6.06956990344229,21,median
hourbias,10-16,wmape,12,0.15,457,6.006312810774472,10.325325086850812,6.06956990344229,21,median
hourbias,all,none,0,0.03,2208,6.006313543753997,10.320014534354895,6.0695706272266055,21,mean
hourbias,all,absbias,50,0.03,1484,6.006315817032052,10.31888731887442,6.069572871986445,13,mean
hourbias,all,absbias,250,0.02,700,6.006316727270711,10.322987766749234,6.069573770806183,3,mean
hourbias,evening,absbias,400,0.08,57,6.0063209379904645,10.29483004793456,6.0695779287025635,3,median
hourbias,all,absbias,100,0.03,1308,6.006324902618618,10.350837830165121,6.069581843594559,2,mean
hourbias,all,absbias,100,0.03,1308,6.006324902618618,10.350837830165121,6.069581843594559,2,median
hourbias,peakerr,wmape,12,0.02,553,6.006326746643909,10.332579671828952,6.069583664486598,2,mean
hourbias,peakerr,wmape,12,0.02,553,6.006326746643909,10.332579671828952,6.069583664486598,2,median
hourbias,nooneve,wmape,15,0.03,519,6.006328723585749,10.316592572282685,6.069585616627755,3,mean
hourbias,all,none,0,0.05,2208,6.006329391394736,10.318627476401323,6.069586276059093,13,mean
hourbias,all,absbias,250,0.02,581,6.00633129770294,10.317899344516212,6.06958815845271,5,mean
daybias,night,absbias,1000,-0.2,8,6.006338180544053,10.324314618908817,6.069594954948756,1,mean
hourbias,evening,absbias,100,0.08,230,6.0063404805138685,10.326545085145575,6.069597226065508,2,mean
hourbias,evening,absbias,100,0.08,230,6.0063404805138685,10.326545085145575,6.069597226065508,2,median
hourbias,nooneve,absbias,150,0.05,441,6.006340728425722,10.315501069551534,6.069597470867314,5,median
hourbias,midday,wmape,12,0.15,455,6.00634664162292,10.325325086850812,6.069603309883603,21,median
hourbias,day,wmape,12,0.3,461,6.0063502238337545,10.32475166647244,6.0696068471556925,34,median
hourbias,lowday,wmape,12,0.3,461,6.0063502238337545,10.32475166647244,6.0696068471556925,34,median
hourbias,midday,wmape,12,0.3,461,6.0063502238337545,10.32475166647244,6.0696068471556925,34,median
hourbias,10-16,wmape,12,0.3,461,6.0063502238337545,10.32475166647244,6.0696068471556925,34,median
hourbias,all,wmape,8,0.02,960,6.006353657809219,10.330309314488542,6.069610238052023,2,mean
hourbias,all,wmape,8,0.02,960,6.006353657809219,10.330309314488542,6.069610238052023,2,median
hourbias,nooneve,wmape,25,0.08,234,6.006356158454825,10.299431188453728,6.069612707327092,3,median
daybias,all,absbias,250,0.05,288,6.006357487392199,10.309091843146527,6.069614019592983,3,mean
daybias,midday,absbias,100,0.1,162,6.006360795680762,10.316112983048217,6.069617286379148,3,mean
hourbias,all,absbias,400,0.08,173,6.0063610719413845,10.305185079483966,6.069617559174088,5,median
hourbias,nooneve,wmape,8,0.05,617,6.006366854379285,10.309991619551337,6.069623269071452,5,median
hourbias,all,absbias,50,0.03,1591,6.006369377514023,10.322518451501605,6.069625760553528,5,mean
hourbias,all,wmape,5,0.03,1318,6.006377099746201,10.329384841428032,6.0696333859105,3,mean
hourbias,all,wmape,12,0.02,675,6.006377513600671,10.330992769665649,6.069633794573175,1,mean
hourbias,all,wmape,12,0.02,675,6.006377513600671,10.330992769665649,6.069633794573175,1,median
hourbias,all,absbias,150,0.05,675,6.00637843279395,10.31324964859438,6.069634702235197,13,mean
hourbias,all,none,0,0.03,2208,6.0063800681675374,10.322483229400278,6.0696363170930665,5,mean
hourbias,all,absbias,500,0.02,472,6.006384905113067,10.339482294308237,6.069641093359237,1,mean
hourbias,all,absbias,500,0.02,472,6.006384905113067,10.339482294308237,6.069641093359237,1,median
hourbias,nooneve,absbias,150,0.02,773,6.006389878020689,10.321201786579254,6.069646003881859,3,mean
hourbias,11-15,wmape,10,0.2,438,6.0063931941573125,10.324472257277213,6.069649278417632,34,median
hourbias,evening,none,0,0.1,460,6.006398447310675,10.303883691227487,6.069654465670319,3,median
hourbias,all,absbias,250,0.05,350,6.0063988013910325,10.317130711873695,6.0696548153087475,13,mean
hourbias,all,absbias,50,0.03,1202,6.006405422465693,10.313760283108882,6.069661353322195,5,median
hourbias,peakerr,absbias,250,0.05,201,6.006405989107628,10.309618240647813,6.06966191285562,5,median
daybias,peakerr,none,0,0.3,1196,6.006406283597518,10.322382927493374,6.069662203651142,30,mean
hourbias,all,absbias,50,0.05,1484,6.00641270594282,10.319477999683437,6.069668545428287,13,mean
hourbias,nooneve,absbias,400,0.05,228,6.006413709560125,10.329549671859278,6.069669536455235,5,mean
hourbias,peakerr,absbias,50,0.03,831,6.006419700179231,10.321284157664982,6.069675451922178,21,mean
hourbias,all,absbias,150,0.02,1102,6.0064199798413895,10.336655914654836,6.069675728075984,1,mean
hourbias,all,absbias,150,0.02,1102,6.0064199798413895,10.336655914654836,6.069675728075984,1,median
hourbias,all,wmape,8,0.03,960,6.006428443413684,10.3392619482196,6.069684085472977,2,mean
hourbias,all,wmape,8,0.03,960,6.006428443413684,10.3392619482196,6.069684085472977,2,median
hourbias,lowday,wmape,10,0.2,478,6.00642970291482,10.324605983951232,6.069685329173703,34,median
hourbias,midday,wmape,10,0.2,478,6.00642970291482,10.324605983951232,6.069685329173703,34,median
hourbias,10-16,wmape,10,0.2,478,6.00642970291482,10.324605983951232,6.069685329173703,34,median
daybias,11-15,wmape,10,0.15,65,6.006436654489196,10.307086025626745,6.069692193540755,3,mean
hourbias,all,absbias,150,0.03,675,6.006438316544142,10.315249612237745,6.069693834745264,13,mean
daybias,lowday,absbias,400,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,5,mean
daybias,10-16,absbias,400,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,5,mean
daybias,lowday,absbias,400,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,8,mean
daybias,10-16,absbias,400,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,8,mean
daybias,lowday,absbias,400,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,14,mean
daybias,10-16,absbias,400,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,14,mean
daybias,lowday,absbias,400,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,21,mean
daybias,lowday,wmape,10,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,21,mean
daybias,10-16,absbias,400,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,21,mean
daybias,10-16,wmape,10,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,21,mean
daybias,lowday,absbias,400,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,30,mean
daybias,lowday,wmape,10,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,30,mean
daybias,10-16,absbias,400,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,30,mean
daybias,10-16,wmape,10,0.3,7,6.006440720832512,10.324314618908817,6.069696208871898,30,mean
hourbias,all,absbias,50,0.03,1402,6.006441175140588,10.318343575391571,6.069696657480689,34,mean
hourbias,evening,none,0,0.05,460,6.006441856508398,10.32003095705277,6.069697330300758,2,mean
hourbias,evening,none,0,0.05,460,6.006441856508398,10.32003095705277,6.069697330300758,2,median
hourbias,all,absbias,100,0.03,820,6.006445261572151,10.314076290573269,6.069700692648073,5,median
hourbias,nooneve,wmape,25,0.03,234,6.006450362492606,10.308935746437077,6.069705729577608,3,median
hourbias,evening,absbias,50,0.05,305,6.006452777381956,10.319912608245362,6.069708114172235,2,mean
hourbias,evening,absbias,50,0.05,305,6.006452777381956,10.319912608245362,6.069708114172235,2,median
hourbias,day,wmape,20,0.2,312,6.006453968569318,10.325869784897183,6.06970929041618,21,median
hourbias,lowday,wmape,20,0.2,312,6.006453968569318,10.325869784897183,6.06970929041618,21,median
hourbias,midday,wmape,20,0.2,312,6.006453968569318,10.325869784897183,6.06970929041618,21,median
hourbias,10-16,wmape,20,0.2,312,6.006453968569318,10.325869784897183,6.06970929041618,21,median
hourbias,peakerr,absbias,500,0.02,144,6.006458133497982,10.319019916250195,6.06971340309592,5,mean
hourbias,all,absbias,50,0.03,1405,6.00646407895246,10.320198474099671,6.069719273964822,21,mean
hourbias,night,absbias,500,0.08,117,6.0064649034906505,10.319963062188611,6.069720088159203,2,mean
hourbias,night,absbias,500,0.08,117,6.0064649034906505,10.319963062188611,6.069720088159203,2,median
hourbias,evening,absbias,100,0.1,230,6.006465059378915,10.332531388057973,6.069720242091853,2,mean
hourbias,evening,absbias,100,0.1,230,6.006465059378915,10.332531388057973,6.069720242091853,2,median
hourbias,peakerr,wmape,10,0.03,639,6.006467647144144,10.33289909126661,6.0697227973936325,3,mean
hourbias,night,wmape,30,0.2,4,6.006468295915831,10.324314618908817,6.069723438026496,21,median
hourbias,night,wmape,30,0.2,4,6.006468295915831,10.324314618908817,6.069723438026496,34,median
daybias,midday,absbias,100,0.08,162,6.0064688895334255,10.31585176659006,6.069724024197172,3,mean
hourbias,evening,absbias,50,0.08,302,6.006469960050414,10.342073399003958,6.069725081284554,1,mean
hourbias,evening,absbias,50,0.08,302,6.006469960050414,10.342073399003958,6.069725081284554,1,median
hourbias,peakerr,absbias,50,0.03,848,6.006471574657431,10.32008562100174,6.069726675636365,34,mean
hourbias,peakerr,absbias,150,0.08,400,6.006471914417222,10.314810568297936,6.069727011133877,21,mean
daybias,peakerr,absbias,100,0.05,351,6.006473107462062,10.32276619161762,6.069728189212001,3,mean
hourbias,nooneve,wmape,30,0.08,198,6.006473665390596,10.302311250272721,6.069728740141335,3,median
hourbias,evening,absbias,100,0.3,111,6.006473797993807,10.317205870959924,6.0697288710810415,13,median
hourbias,night,wmape,30,0.3,4,6.006479439765792,10.324314618908817,6.0697344420771415,21,median
hourbias,night,wmape,30,0.3,4,6.006479439765792,10.324314618908817,6.0697344420771415,34,median
hourbias,all,none,0,0.03,2208,6.006480195761434,10.313983288171254,6.0697351885888375,5,median
hourbias,11-15,wmape,20,0.2,290,6.006481245871018,10.325869784897183,6.069736225524822,21,median
hourbias,peakerr,absbias,250,0.05,255,6.006482001935301,10.318422294254265,6.069736972104298,13,mean
hourbias,all,wmape,25,0.03,333,6.0064824118183795,10.309063157304909,6.069737376845405,3,median
daybias,peakerr,absbias,150,0.3,104,6.0064833431622775,10.324314618908817,6.0697382965056175,14,mean
hourbias,nooneve,wmape,10,0.02,784,6.006488359165385,10.318442968871185,6.069743249583092,5,mean
hourbias,all,wmape,8,0.03,796,6.006491784389133,10.310873582827705,6.069746631837495,5,median
daybias,lowday,wmape,10,0.3,77,6.006492228196539,10.324698424669949,6.069747070077349,5,mean
daybias,10-16,wmape,10,0.3,77,6.006492228196539,10.324698424669949,6.069747070077349,5,mean
daybias,11-15,absbias,100,0.1,135,6.0064927332851035,10.311826438030726,6.06974756882959,3,mean
daybias,lowday,absbias,250,0.2,84,6.0064937488050685,10.314249201544119,6.069748571609882,3,mean
daybias,10-16,absbias,250,0.2,84,6.0064937488050685,10.314249201544119,6.069748571609882,3,mean
hourbias,nooneve,wmape,12,0.05,648,6.006495709315986,10.31879086322068,6.06975050752624,5,mean
hourbias,evening,absbias,50,0.15,265,6.006496892020585,10.312132966849603,6.06975167539384,34,mean
hourbias,all,absbias,500,0.03,472,6.006499530376902,10.352156003959013,6.069754280652044,1,mean
hourbias,all,absbias,500,0.03,472,6.006499530376902,10.352156003959013,6.069754280652044,1,median
hourbias,evening,none,0,0.08,460,6.006500154716204,10.3054715701105,6.069754897159027,3,median
daybias,peakerr,wmape,5,0.2,845,6.006505244010475,10.322479336749558,6.069759922608228,30,mean
hourbias,all,absbias,250,0.03,700,6.0065088048046205,10.329202011081655,6.069763438732301,3,mean
hourbias,all,none,0,0.03,2208,6.006510398816516,10.318942386614873,6.069765012747359,34,mean
hourbias,peakerr,wmape,25,0.05,288,6.006510892652265,10.31189232439958,6.06976550038795,3,median
hourbias,nooneve,absbias,400,0.03,228,6.006518230706905,10.324846582058337,6.0697727463868825,5,mean
daybias,midday,wmape,10,0.2,78,6.0065190595034625,10.316587243968547,6.069773564786207,3,mean
hourbias,all,wmape,12,0.08,589,6.006519872931715,10.30414638737816,6.069774368010025,5,median
daybias,nooneve,absbias,250,0.08,204,6.006520665337385,10.302041970230547,6.069775150474985,3,mean
hourbias,all,wmape,10,0.05,684,6.006521623248512,10.308046072867247,6.069776096369141,5,median
hourbias,all,absbias,250,0.05,581,6.006522208339833,10.323346954436929,6.069776674120506,5,mean
hourbias,all,absbias,400,0.02,309,6.006526909827315,10.319559198947672,6.069781316627947,5,mean
hourbias,evening,absbias,100,0.15,111,6.006527246938545,10.312987560379511,6.069781649510125,13,median
daybias,lowday,wmape,10,0.2,77,6.006530491154888,10.316033516090203,6.069784853027855,5,mean
daybias,10-16,wmape,10,0.2,77,6.006530491154888,10.316033516090203,6.069784853027855,5,mean
daybias,lowday,wmape,10,0.15,77,6.006532930305881,10.311576679358248,6.06978726157976,5,mean
daybias,10-16,wmape,10,0.15,77,6.006532930305881,10.311576679358248,6.06978726157976,5,mean
daybias,11-15,absbias,400,0.2,45,6.00654013999214,10.339684570264044,6.069794380820688,1,mean
hourbias,peakerr,absbias,150,0.03,400,6.006542298653211,10.319663277093426,6.069796512401411,21,mean
hourbias,nooneve,absbias,250,0.02,434,6.006544140347766,10.32086287063588,6.069798330991956,5,mean
hourbias,all,wmape,30,0.08,284,6.0065443536308685,10.304447618071803,6.069798541599428,3,median
hourbias,all,wmape,40,-0.15,459,6.006547521035716,10.31843096623721,6.069801669269262,8,mean
hourbias,all,absbias,150,0.08,577,6.0065504066179845,10.309338135357429,6.069804518651973,21,mean
hourbias,all,absbias,100,0.05,855,6.006552906294437,10.314843076348279,6.069806986970047,34,mean
hourbias,midday,absbias,400,0.03,121,6.006553768907936,10.315215859021116,6.069807838762083,1,mean
hourbias,midday,absbias,400,0.03,121,6.006553768907936,10.315215859021116,6.069807838762083,1,median
daybias,nooneve,wmape,15,0.3,17,6.006556507979552,10.298327331766925,6.069810543472114,3,mean
hourbias,all,absbias,100,0.03,879,6.00655789881155,10.3192241288014,6.0698119168561595,21,mean
hourbias,all,absbias,50,0.03,1572,6.006570636128459,10.349579060390042,6.069824494383751,1,mean
hourbias,all,absbias,50,0.03,1572,6.006570636128459,10.349579060390042,6.069824494383751,1,median
hourbias,evening,none,0,0.3,460,6.006581207057508,10.312864334402963,6.069834932700765,21,median
daybias,nooneve,absbias,250,0.1,204,6.0065836805316035,10.29905080667925,6.06983737514519,3,mean
daybias,all,absbias,250,0.15,96,6.006584209007605,10.324314618908817,6.069837896991475,8,mean
daybias,all,absbias,250,0.15,96,6.006584209007605,10.324314618908817,6.069837896991475,14,mean
daybias,all,absbias,250,0.15,96,6.006584209007605,10.324314618908817,6.069837896991475,21,mean
daybias,all,absbias,250,0.15,96,6.006584209007605,10.324314618908817,6.069837896991475,30,mean
hourbias,evening,absbias,500,0.1,68,6.006587028080747,10.328904782563406,6.069840680699413,2,mean
hourbias,evening,absbias,500,0.1,68,6.006587028080747,10.328904782563406,6.069840680699413,2,median
hourbias,all,absbias,150,0.03,1081,6.0065897912342985,10.348833425038949,6.069843409189275,2,mean
hourbias,all,absbias,150,0.03,1081,6.0065897912342985,10.348833425038949,6.069843409189275,2,median
hourbias,night,wmape,8,0.08,299,6.006592887455454,10.32437188584414,6.069846466568415,5,mean
daybias,all,absbias,100,0.08,648,6.006593514575611,10.320059579605623,6.069847085821364,3,mean
hourbias,night,wmape,20,0.05,81,6.006595910302403,10.327941488713703,6.069849451493825,1,mean
hourbias,night,wmape,20,0.05,81,6.006595910302403,10.327941488713703,6.069849451493825,1,median
hourbias,evening,absbias,500,0.08,68,6.006596925847309,10.32364380074992,6.069850454298746,2,mean
hourbias,evening,absbias,500,0.08,68,6.006596925847309,10.32364380074992,6.069850454298746,2,median
hourbias,evening,absbias,500,0.2,44,6.00659857341384,10.297978847210265,6.069852081196597,3,median
hourbias,peakerr,none,0,0.03,1196,6.006598938121499,10.32046130659733,6.069852441329006,34,mean
hourbias,all,none,0,0.02,2208,6.006599924849955,10.320229516399065,6.0698534156789785,5,mean
hourbias,evening,none,0,0.3,460,6.006600777407374,10.319689221021813,6.069854257541087,13,median
hourbias,nooneve,absbias,700,0.05,93,6.0066019074702535,10.312674015489177,6.069855373427356,3,median
hourbias,all,absbias,50,0.02,1591,6.006604142744129,10.320252997799951,6.069857580659779,5,mean
hourbias,evening,absbias,50,0.1,260,6.00660584013075,10.30382661303476,6.069859256752727,3,median
hourbias,evening,none,0,0.2,460,6.0066062194251195,10.313126292934625,6.069859631288859,21,median
daybias,midday,absbias,250,0.1,72,6.006609794224193,10.313204953083618,6.069863161242169,3,mean
hourbias,all,absbias,250,0.03,350,6.0066108161948755,10.31776392634192,6.069864170392254,13,mean
hourbias,all,absbias,500,0.02,364,6.006611318585001,10.324956088666664,6.069864666479908,2,mean
hourbias,all,absbias,500,0.02,364,6.006611318585001,10.324956088666664,6.069864666479908,2,median
daybias,all,absbias,150,0.05,480,6.006613380368434,10.316138130970595,6.069866702398322,3,mean
hourbias,night,absbias,400,0.08,216,6.006614280086247,10.356644958286774,6.069867590829198,1,mean
hourbias,night,absbias,400,0.08,216,6.006614280086247,10.356644958286774,6.069867590829198,1,median
hourbias,11-15,wmape,12,0.15,424,6.00661494860954,10.324432847685115,6.069868250965881,34,median
hourbias,night,wmape,30,0.2,7,6.006615958882174,10.324314618908817,6.069869248564671,13,median
hourbias,peakerr,wmape,12,0.03,589,6.006617176790752,10.333391388805344,6.0698704511946175,3,mean
hourbias,peakerr,wmape,10,0.02,639,6.0066173286656355,10.326432716872173,6.069870601164232,3,mean
hourbias,all,absbias,150,0.03,590,6.0066191282557,10.314202479417098,6.069872378178489,5,median
daybias,lowday,absbias,250,0.15,84,6.006621907069673,10.314623465673858,6.06987512213231,3,mean
daybias,10-16,absbias,250,0.15,84,6.006621907069673,10.314623465673858,6.06987512213231,3,mean
hourbias,all,wmape,12,0.03,675,6.006623590394857,10.339292771821878,6.069876784340221,1,mean
hourbias,all,wmape,12,0.03,675,6.006623590394857,10.339292771821878,6.069876784340221,1,median
