date,cur,lag24,lag48,lag24_adv,lag48_adv
2026-05-19,2.6779412644399723,12.452088760195851,42.02030335330228,-9.774147495755878,-39.34236208886231
2026-05-20,4.900845032539978,24.16786936515641,25.789669026321217,-19.26702433261643,-20.888823993781237
2026-05-21,5.251334817781117,19.670175100891992,42.94200024985017,-14.418840283110875,-37.69066543206905
2026-05-22,6.14236204994224,20.509679102027267,22.385344076137116,-14.367317052085028,-16.242982026194877
2026-05-23,3.353217737090846,24.688749982668316,29.55576015011769,-21.33553224557747,-26.20254241302684
2026-05-24,5.314471207646609,24.19345551576434,51.09024245889635,-18.878984308117733,-45.775771251249736
2026-05-25,5.357231883030107,35.669281402974576,31.510237417378278,-30.31204951994447,-26.15300553434817
2026-05-26,2.4954312168386608,13.534918362189618,36.15953717368476,-11.039487145350957,-33.6641059568461
2026-05-27,3.24307175193431,13.247074104075304,19.93898913438172,-10.004002352140994,-16.695917382447412
2026-05-28,4.453620225436871,7.535538420581515,14.316605256241486,-3.0819181951446444,-9.862985030804616
2026-05-29,4.195651307556228,18.847290380654737,13.64049791947695,-14.651639073098508,-9.44484661192072
2026-05-30,4.531517504119777,17.27399765875926,26.67730729258792,-12.742480154639484,-22.145789788468143
2026-05-31,6.143308213805093,29.569874524224243,39.08173666215083,-23.42656631041915,-32.93842844834574
2026-06-01,7.171245719833712,36.14100082021378,37.40606161190878,-28.96975510038007,-30.23481589207507
2026-06-02,25.501412615983586,22.565491324116174,34.16906374686833,2.9359212918674125,-8.667651130884746
2026-06-03,9.773484411139432,15.45472565221159,28.933655833932782,-5.681241241072158,-19.16017142279335
2026-06-04,15.620386078578486,43.477759582484595,52.723302845122554,-27.85737350390611,-37.10291676654407
2026-06-05,11.492618443834939,20.03682148991116,44.30161495595013,-8.54420304607622,-32.808996512115186
2026-06-06,10.581315454925658,35.311871227364186,37.51311286522554,-24.730555772438528,-26.93179741029988
2026-06-07,8.669918629147288,24.716344205186452,40.44026613085448,-16.046425576039162,-31.770347501707192
2026-06-08,11.08772938315583,44.58555045678434,27.715364349756015,-33.49782107362851,-16.627634966600183
2026-06-09,7.299424135958768,16.482589795016093,32.133946564914126,-9.183165659057325,-24.83452242895536
2026-06-10,9.692114516279908,21.523321431699884,14.454741663358266,-11.831206915419976,-4.7626271470783585
2026-06-11,8.672574496757385,23.050796181012508,14.792484179455794,-14.378221684255124,-6.11990968269841
2026-06-12,18.170649999269536,21.97954249324077,39.308661665726305,-3.8088924939712356,-21.13801166645677
2026-06-13,9.644044208547639,72.35289107577175,50.95150356973327,-62.70884686722411,-41.30745936118563
2026-06-14,9.024506544614503,21.38022803733424,104.2387061303033,-12.355721492719738,-95.21419958568879
2026-06-15,14.155748514043195,50.32638143671666,39.089594302857606,-36.17063292267346,-24.93384578881441
2026-06-16,5.368655602355691,19.826654787807147,55.858187312079046,-14.457999185451456,-50.48953170972335
