3m,14d,all,bias3,low,summer,cap,eve,applied,rolling_days,beta,hours_name,hours,gate,th
6.370914615204488,11.09231027073656,6.430098955035163,-50.120550391274065,49.12576209697405,34.34662188394294,1.5554829915535715,2.960472721587068,36,14,-0.5,h789111718,"7-9,11,17,18",wmape,10
6.371081695036511,11.093555261687122,6.4302639388549325,-50.0928273118879,49.14231051379119,34.37113848951034,1.5554829915535715,2.960472721587068,6,7,-0.5,h789111718,"7-9,11,17,18",absbias,300
6.371081695036511,11.093555261687122,6.4302639388549325,-50.0928273118879,49.14231051379119,34.37113848951034,1.5554829915535715,2.960472721587068,6,10,-0.5,h789111718,"7-9,11,17,18",absbias,300
6.371081695036511,11.093555261687122,6.4302639388549325,-50.0928273118879,49.14231051379119,34.37113848951034,1.5554829915535715,2.960472721587068,6,14,-0.5,h789111718,"7-9,11,17,18",absbias,300
6.371081695036511,11.093555261687122,6.4302639388549325,-50.0928273118879,49.14231051379119,34.37113848951034,1.5554829915535715,2.960472721587068,6,21,-0.5,h789111718,"7-9,11,17,18",wmape,10
6.371081695036511,11.093555261687122,6.4302639388549325,-50.0928273118879,49.14231051379119,34.37113848951034,1.5554829915535715,2.960472721587068,6,21,-0.5,h789111718,"7-9,11,17,18",absbias,300
6.371081695036511,11.093555261687122,6.4302639388549325,-50.0928273118879,49.14231051379119,34.37113848951034,1.5554829915535715,2.960472721587068,6,28,-0.5,h789111718,"7-9,11,17,18",wmape,10
6.371081695036511,11.093555261687122,6.4302639388549325,-50.0928273118879,49.14231051379119,34.37113848951034,1.5554829915535715,2.960472721587068,6,28,-0.5,h789111718,"7-9,11,17,18",absbias,300
6.371159228474791,11.092290073258281,6.430340499638196,-49.96041865209806,49.14231051379119,34.37113848951034,1.5505500562664434,2.949672676936786,65,2,0.15,evening,19-23,absbias,250
6.371174105293711,11.093555261687122,6.430355189827801,-48.945360102452966,49.14231051379119,34.37113848951034,1.5554829915535715,2.960472721587068,30,21,-0.5,h789111718,"7-9,11,17,18",absbias,150
6.371174105293711,11.093555261687122,6.430355189827801,-48.945360102452966,49.14231051379119,34.37113848951034,1.5554829915535715,2.960472721587068,30,28,-0.5,h789111718,"7-9,11,17,18",absbias,150
6.371278500753881,11.062605883927668,6.43045827564957,-50.14773369945259,49.23346573084316,34.426737317918025,1.5450264913334022,2.957068653938545,24,14,1.0,all,0-23,wmape,12
6.371313662744236,11.093555261687122,6.430492996533648,-51.504512270248924,49.14231051379119,34.37113848951034,1.5554829915535715,2.965677564583872,8,2,-0.3,night,"0-6,23",absbias,700
6.371361324630145,11.098636413973624,6.430540060502407,-50.315930019959424,49.34107138773772,34.39043668932539,1.5500469645277368,2.9537749942641525,273,5,0.1,peakerr,"0,7,8,9,11,12,13,14,15,16,17,21,22",absbias,150
6.371595696352895,11.09749206201792,6.430771492037839,-49.80506534466819,49.44362093222081,34.50349327648634,1.5474017385856855,2.953407884250268,364,5,0.1,peakerr,"0,7,8,9,11,12,13,14,15,16,17,21,22",absbias,100
6.37164816194171,11.093555261687122,6.430823299447173,-51.559828895293435,49.14231051379119,34.37113848951034,1.5597360505193059,2.950908538718204,25,21,0.3,evening,19-23,absbias,150
6.37164816194171,11.093555261687122,6.430823299447173,-51.559828895293435,49.14231051379119,34.37113848951034,1.5597360505193059,2.950908538718204,25,28,0.3,evening,19-23,absbias,150
