3m,14d,all,bias3,low,summer,cap,eve,low_bias,applied,group_by,sb_name,rb_name,rolling,stat,beta,hours,gate,th,source_bins,ratio_bins
6.4544825977559075,11.268462805695888,6.512618579365219,-47.16411032017051,51.54490182663657,36.65005456256363,1.558266052465585,2.9894816925930265,2.2360645041348404,280,"hour,source_ratio_bin,summer",wide,fine,21,mean,-0.08,all,wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454508472207385,11.28430730095738,6.512644129222357,-47.31074399405472,51.70299126678848,36.976012011518954,1.558266052465585,2.992142200623167,4.441922462503431,337,"hour,source_ratio_bin,summer",wide,default,2,mean,-0.05,all,wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.454508472207385,11.28430730095738,6.512644129222357,-47.31074399405472,51.70299126678848,36.976012011518954,1.558266052465585,2.992142200623167,4.441922462503431,337,"hour,source_ratio_bin,summer",wide,default,2,median,-0.05,all,wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.454544693663496,11.268462805695888,6.512679896281222,-47.169150911003776,51.554792497603806,36.65005456256363,1.558266052465585,2.9894816925930265,2.200261722299844,280,"hour,source_ratio_bin,summer",wide,fine,13,mean,-0.08,all,wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.45456932538617,11.269049167379992,6.51270421899956,-47.15889277284902,51.54618195310054,36.65005456256363,1.558266052465585,2.9894816925930265,2.241809338445502,274,"hour,source_ratio_bin,summer",wide,fine,8,mean,-0.08,all,wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454615711325137,11.276734187551071,6.512750023028098,-47.187556874811605,51.58237661944454,36.73389949485171,1.558266052465585,2.9894816925930265,2.3696330824180913,280,"hour,source_ratio_bin,summer",wide,fine,3,mean,-0.08,all,wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454629901518794,11.305283984247533,6.512764035206136,-47.94006903839082,52.155174009743845,37.32881089183911,1.558266052465585,2.989491184663313,3.142460686199834,319,"hour,source_ratio_bin,summer",wide,fine,2,mean,-0.08,peakerr,wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454629901518794,11.305283984247533,6.512764035206136,-47.94006903839082,52.155174009743845,37.32881089183911,1.558266052465585,2.989491184663313,3.142460686199834,319,"hour,source_ratio_bin,summer",wide,fine,2,median,-0.08,peakerr,wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454683691265595,11.273885588546253,6.512817150161927,-46.91760035497401,51.6224931487277,36.824376354644265,1.558266052465585,2.9877080205729323,2.0386918108080065,257,"hour,source_ratio_bin,summer",wide,fine,5,median,-0.1,all,wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454697920973359,11.264322386797925,6.5128312013583685,-46.95274733478123,51.57876390194366,36.70739978123038,1.558266052465585,2.9877080205729323,0.6942947031212495,304,"hour,source_ratio_bin,summer",wide,fine,5,mean,-0.1,all,wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
