datetime,n,wmape,mae,bias
12,92.0,23.482549205932457,310.6964344162321,-114.26588892334587
13,92.0,21.01797554914331,281.0716735967737,-84.87729632858748
11,92.0,18.845907356151727,327.4569403587229,-119.78431793221374
14,92.0,18.174943809594403,282.3681001169663,-104.35751810354591
15,92.0,15.934702868640477,303.2292723558311,-130.26290339497592
10,92.0,11.258410868677322,326.788396060277,-134.71232990471913
9,92.0,10.735950495847334,511.458312711351,12.665438075857612
16,92.0,10.414954675201583,308.8806692345729,-135.7111382441151
8,92.0,8.319303872749238,511.56882519877587,-155.90784919564922
17,92.0,8.277661503888257,450.10503324299094,-197.51999225897734
7,92.0,7.928203222235915,521.305275021891,-51.288920143204116
4,92.0,7.628194191028087,326.52416415117693,39.73308090602204
3,92.0,7.264749618053779,314.08601696727555,-5.609331702437405
2,92.0,7.188473249606917,326.99073231344295,-33.133963509805014
5,92.0,6.33326125063442,314.3100012698644,-86.13439541932281
6,92.0,6.310607444622322,378.267269282473,8.437367808595507
0,92.0,6.0994392797610955,451.82510717739746,18.29567773302021
18,92.0,4.656647371901134,384.9702668402137,55.118803906469516
1,92.0,4.581910845228798,252.24005886786236,-71.87106324278339
23,93.0,4.398210740426292,334.87375015878706,16.34524947639697
22,92.0,3.5764261307759746,379.51145591300804,1.8250890772362314
21,92.0,3.2215628811898815,389.1110134561157,140.99600311075488
20,92.0,2.119547192896832,247.755255994953,29.992036491506703
19,92.0,1.5771113064663917,165.75241663497616,26.97372287737297
