wmape_3m,wmape_14d,wmape_all,mode,window,stat,hours,gate,threshold,alpha,applied,delta_3m,delta_14d
7.0776379072273095,13.133852206510301,7.129982316269555,hour,5,mean,day,adv_abs,0,0.05,30,0.0019382353454906465,0.007426667886164751
7.0776379072273095,13.133852206510301,7.129982316269555,hour,5,mean,midday,adv_abs,0,0.05,30,0.0019382353454906465,0.007426667886164751
7.077889771035768,13.142745004561338,7.130231020452927,daily,1,mean,night,adv,1,0.15,8,0.0021900991539496317,0.016319465937201016
7.077889771035768,13.142745004561338,7.130231020452927,daily,1,mean,night,adv,2,0.15,8,0.0021900991539496317,0.016319465937201016
7.077889771035768,13.142745004561338,7.130231020452927,daily,1,mean,night,adv,3,0.15,8,0.0021900991539496317,0.016319465937201016
7.0779237037816385,13.106226697822414,7.13026452751336,daily,3,mean,midday,adv,-5,0.4,12,0.0022240318998196784,-0.020198840801722184
7.077940703822537,13.126425538624137,7.130281314289178,hour,14,median,evening,adv_abs,0,0.1,19,0.00224103194071823,0.0
7.07803931205776,13.162084915589004,7.1303786854865905,hour,7,mean,peakerr,adv_abs,0,0.15,23,0.0023396401759407937,0.03565937696486721
7.078050145361036,13.126425538624137,7.130389382886351,hour,14,mean,night,adv_abs,0,0.05,18,0.002350473479217463,0.0
7.078072933710339,13.126425538624137,7.13041188535639,hour,7,mean,evening,adv_abs,0,0.2,11,0.0023732618285201568,0.0
7.078122306098406,13.126583159176878,7.1304606383691,hour,7,mean,night,adv_abs,0,0.05,29,0.0024226342165869497,0.00015762055274137765
7.078190232877933,13.157555226946352,7.130527713008902,hour,1,mean,midday,adv_abs,800,0.15,8,0.0024905609961143327,0.031129688322215188
