candidate,signal,op,threshold,hours,alpha,applied,wmape_3m,wmape_14d,wmape_all,rolling,stat
f_rolling_mean_hour_3d,hour_adv_abs,ge,-250.0,10-16,0.15,59,6.081473304641058,10.605459681096306,6.144288678370933,8,mean
f_rolling_mean_hour_7d,hour_adv_abs,ge,-50.0,midday,0.08,71,6.081473506369519,10.598340369245536,6.144288877568716,2,mean
f_rolling_mean_hour_7d,hour_adv_abs,ge,-50.0,midday,0.08,71,6.081473506369519,10.598340369245536,6.144288877568716,2,median
f_price_lag_168,hour_adv_abs,ge,-50.0,midday,0.05,128,6.081498004884886,10.609858671003952,6.144313068750828,1,mean
f_price_lag_168,hour_adv_abs,ge,-50.0,midday,0.05,128,6.081498004884886,10.609858671003952,6.144313068750828,1,median
f_rolling_mean_hour_14d,hour_adv_abs,ge,-50.0,11-15,0.1,37,6.081540333538433,10.601135977776597,6.144354866392489,2,mean
f_rolling_mean_hour_14d,hour_adv_abs,ge,-50.0,11-15,0.1,37,6.081540333538433,10.601135977776597,6.144354866392489,2,median
f_rolling_mean_hour_7d,hour_adv_abs,ge,-100.0,midday,0.08,94,6.081540670780028,10.603243771394968,6.144355199403398,2,mean
f_rolling_mean_hour_7d,hour_adv_abs,ge,-100.0,midday,0.08,94,6.081540670780028,10.603243771394968,6.144355199403398,2,median
f_rolling_mean_hour_7d,hour_adv_abs,ge,-100.0,lowday,0.1,95,6.08154217022938,10.621214613461841,6.144356680042194,2,mean
f_rolling_mean_hour_7d,hour_adv_abs,ge,-100.0,10-16,0.1,95,6.08154217022938,10.621214613461841,6.144356680042194,2,mean
f_rolling_mean_hour_7d,hour_adv_abs,ge,-100.0,lowday,0.1,95,6.08154217022938,10.621214613461841,6.144356680042194,2,median
f_rolling_mean_hour_7d,hour_adv_abs,ge,-100.0,10-16,0.1,95,6.08154217022938,10.621214613461841,6.144356680042194,2,median
f_rolling_mean_hour_7d,absdiff,ge,5000.0,night,-0.08,20,6.081545387763917,10.560429853611065,6.144359857212843,0,none
f_price_lag_168,hour_adv_abs,ge,0.0,midday,0.05,60,6.081549383711884,10.593971827027808,6.1443638030317445,3,median
f_price_lag_24,absdiff,ge,500.0,midday,0.02,316,6.08159864792023,10.611021727930456,6.143430293120902,0,none
f_rolling_mean_hour_7d,hour_adv_abs,ge,-100.0,11-15,0.05,115,6.081607903453678,10.582295541810698,6.144421588644861,1,mean
f_rolling_mean_hour_7d,hour_adv_abs,ge,-100.0,11-15,0.05,115,6.081607903453678,10.582295541810698,6.144421588644861,1,median
f_price_lag_24,profile_abs,ge,500.0,midday,0.02,528,6.0816133987725385,10.610400221189034,6.143437937158647,0,none
f_price_lag_24,reldiff,le,0.15,midday,0.08,388,6.081645907635456,10.604468008413534,6.145449769115829,0,none
f_price_lag_24,absdiff,ge,500.0,midday,0.03,316,6.0816934196323436,10.629365515576596,6.143032797873818,0,none
f_price_lag_24,profile_abs,ge,500.0,midday,0.03,528,6.081699808142048,10.628433255464467,6.1430287235915895,0,none
f_price_lag_168,hour_adv_abs,ge,-50.0,11-15,0.05,89,6.081769429476485,10.593971827027808,6.144581088327812,3,median
f_rolling_mean_hour_7d,absdiff,le,1500.0,night,-0.05,493,6.081771794163761,10.594395450563123,6.144113336599893,0,none
f_price_lag_24,profile_abs,le,2000.0,day,0.02,568,6.081782198887145,10.606491520509026,6.144593697546538,0,none
