candidate,group_by,rolling,stat,thr,hours,distop,distthr,alpha,applied,wmape_3m,wmape_14d,wmape_all,bias_3m,delta_3m,delta_14d,delta_all
tree_recent_calibrated_pred,hour_summer_sr,13,median,0,all,le_abs,1000.0,0.5,658,6.0440585185452225,10.789570582039747,6.1073432598176245,-42.07772437911419,-0.11344139543835663,0.12512713362906602,-0.11201827601007786
tree_recent_calibrated_pred,hour_summer_sr,21,median,0,all,le_abs,1000.0,0.5,642,6.045117714011658,10.789570582039747,6.1083891677038,-42.74635476331267,-0.112382199971921,0.12512713362906602,-0.11097236812390232
tree_recent_calibrated_pred,hour_summer_sr,8,median,0,all,le_abs,1000.0,0.5,690,6.047818187993967,10.764817342688195,6.1110557643085,-40.990473034526964,-0.10968172598961168,0.10037389427751364,-0.10830577151920195
tree_recent_calibrated_pred,hour_summer_sr,13,median,0,all,le_rel,0.05,0.5,611,6.0486476606186015,10.685312628991364,6.111874831220098,-41.27960218110825,-0.10885225336497761,0.02086918058068221,-0.10748670460760401
tree_recent_calibrated_pred,hour_summer_sr,8,median,0,all,le_rel,0.05,0.5,640,6.052242689822414,10.660559389639808,6.115424760873739,-40.02401352829409,-0.10525722416116512,-0.0038840587708737218,-0.10393677495396325
tree_recent_calibrated_pred,hour_summer_sr,21,median,0,all,le_rel,0.05,0.5,594,6.05355755748923,10.685312628991364,6.116723133559027,-41.73249218353435,-0.10394235649434869,0.02086918058068221,-0.10263840226867504
tree_recent_calibrated_pred,hour_summer_sr,13,median,0,all,le_abs,500.0,0.5,587,6.056760860009511,10.691718623620247,6.1198862507304455,-40.502682559753644,-0.1007390539740678,0.02727517520956546,-0.0994752850972569
tree_recent_calibrated_pred,hour_summer_sr,5,median,0,all,le_abs,500.0,0.5,637,6.057151606854637,10.68539866292588,6.120272095666309,-39.435928903517286,-0.10034830712894216,0.020955214515199216,-0.09908944016139376
tree_recent_calibrated_pred,hour_summer_sr,5,median,0,all,le_rel,0.05,0.5,662,6.058560323392827,10.702581066537945,6.12166313989126,-39.908885236508084,-0.09893959059075197,0.038137618127263906,-0.09769839593644214
tree_recent_calibrated_pred,hour_low,3,mean,-100,evening,le_abs,2000.0,0.5,343,6.05994096050125,10.780726660673084,6.1230264569421795,-47.401744697881,-0.0975589534823289,0.11628321226240246,-0.09633507888552284
tree_recent_calibrated_pred,hour_summer_sr,3,mean,0,all,le_abs,500.0,0.5,629,6.060906774411998,10.687439879558527,6.123980154741915,-38.84083408756866,-0.09659313957158133,0.022996431147845442,-0.09538138108578753
tree_recent_calibrated_pred,hour_summer_sr,13,mean,0,all,le_rel,0.05,0.5,559,6.062668626267047,10.713495742297383,6.125719904210133,-42.50645659833759,-0.09483128771653249,0.04905229388670129,-0.09364163161756967
tree_recent_calibrated_pred,hour_low,3,median,-100,evening,none,0.0,0.5,345,6.064030560620246,10.786260551903847,6.1270647531314175,-47.90400117300624,-0.09346935336333306,0.1218171034931661,-0.09229678269628483
tree_recent_calibrated_pred,hour_low,3,median,-100,evening,le_abs,2000.0,0.5,345,6.064030560620246,10.786260551903847,6.1270647531314175,-47.90400117300624,-0.09346935336333306,0.1218171034931661,-0.09229678269628483
tree_recent_calibrated_pred,hour_low,3,median,0,evening,none,0.0,0.5,274,6.064395453926749,10.754881995060533,6.127425068860646,-47.438054185221795,-0.09310446005683026,0.0904385466498514,-0.0919364669670566
tree_recent_calibrated_pred,hour_low,3,median,0,evening,le_abs,2000.0,0.5,274,6.064395453926749,10.754881995060533,6.127425068860646,-47.438054185221795,-0.09310446005683026,0.0904385466498514,-0.0919364669670566
tree_recent_calibrated_pred,hour_cr,13,mean,0,all,le_rel,0.05,0.5,528,6.064490772135892,10.755379907495234,6.127519191305273,-42.67177314901233,-0.09300914184768683,0.09093645908455272,-0.09184234452242901
tree_recent_calibrated_pred,hour_summer_sr,2,mean,0,all,le_abs,500.0,0.5,636,6.064603735677291,10.728910065026339,6.12763073772191,-38.944814212309815,-0.09289617830628849,0.06446661661565756,-0.09173079810579221
tree_recent_calibrated_pred,hour_summer_sr,2,median,0,all,le_abs,500.0,0.5,636,6.064603735677291,10.728910065026339,6.12763073772191,-38.944814212309815,-0.09289617830628849,0.06446661661565756,-0.09173079810579221
tree_recent_calibrated_pred,hour_summer_sr,8,median,0,all,le_abs,500.0,0.5,618,6.064728157731746,10.68398905838586,6.127753598904849,-39.28918061662873,-0.09277175625183354,0.019545609975178735,-0.09160793692285374
tree_recent_calibrated_pred,hour_summer_sr,21,median,0,all,le_abs,500.0,0.5,570,6.064883240622803,10.691718623620247,6.12790673628497,-40.943648377006504,-0.0926166733607765,0.02727517520956546,-0.09145479954273217
tree_recent_calibrated_pred,hour_cr,5,mean,0,all,le_rel,0.05,0.5,605,6.065286700143147,10.752669743400482,6.128305134415867,-40.27307486387125,-0.09221321384043168,0.08822629498980028,-0.09105640141183535
tree_recent_calibrated_pred,hour_summer_sr,13,mean,0,all,le_abs,1000.0,0.5,608,6.065814550224221,10.766151344942598,6.128826362631063,-43.60465063117417,-0.09168536375935776,0.10170789653191648,-0.09053517319663928
tree_recent_calibrated_pred,hour_low,3,mean,-100,evening,le_rel,0.1,0.5,342,6.066515135604362,10.780726660673084,6.129518159185381,-47.033418282065114,-0.09098477837921681,0.11628321226240246,-0.089843376642321
tree_recent_calibrated_pred,hour_summer_sr,3,median,0,all,le_abs,500.0,0.5,655,6.066813731724984,10.738967758921738,6.129813009425244,-38.68224416759358,-0.0906861822585947,0.07452431051105712,-0.08954852640245825
tree_recent_calibrated_pred,hour_summer_sr,3,mean,0,all,le_rel,0.05,0.5,669,6.066973312855148,10.696061581209745,6.129970588614176,-38.49197788717259,-0.09052660112843114,0.031618132799064114,-0.08939094721352614
tree_recent_calibrated_pred,hour_summer_sr,21,mean,0,all,le_rel,0.05,0.5,532,6.067334979058441,10.713495742297383,6.130327717724123,-42.91827954960111,-0.09016493492513789,0.04905229388670129,-0.08903381810357924
tree_recent_calibrated_pred,hour_summer_sr,3,mean,0,all,le_abs,1000.0,0.5,717,6.067749880188673,10.74871718385496,6.1307374139302,-38.29150739961928,-0.08975003379490598,0.0842737354442793,-0.08862412189750213
tree_recent_calibrated_pred,hour_summer_sr,13,median,0,peakerr,le_abs,1000.0,0.5,344,6.067913222301069,10.738793076903509,6.13089870691994,-42.122808999890054,-0.0895866916825101,0.07434962849282734,-0.08846282890776269
tree_recent_calibrated_pred,hour_cr,3,mean,0,evening,le_abs,2000.0,0.5,253,6.067932475871239,10.758949799362325,6.130917718954559,-46.19599208059224,-0.08956743811233991,0.09450635095164373,-0.08844381687314318
tree_recent_calibrated_pred,hour_summer_sr,8,mean,0,all,le_rel,0.05,0.5,587,6.068217250150125,10.713183038790866,6.131198920747342,-40.68015892977711,-0.08928266383345385,0.04873959038018505,-0.0881626150803605
tree_recent_calibrated_pred,hour_summer_sr,21,median,0,peakerr,le_abs,1000.0,0.5,342,6.068248790495175,10.738793076903509,6.1312300654195635,-42.69460165322582,-0.08925112348840436,0.07434962849282734,-0.08813147040813885
tree_recent_calibrated_pred,hour_summer_sr,5,mean,0,all,le_rel,0.05,0.5,611,6.06842314477406,10.691804075749832,6.131402232428443,-39.58803448885199,-0.08907676920951868,0.027360627339151122,-0.08795930339925917
tree_recent_calibrated_pred,hour_summer_sr,21,mean,0,all,le_abs,1000.0,0.5,580,6.068600946205874,10.766151344942598,6.131577803345803,-44.20704057726076,-0.08889896777770545,0.10170789653191648,-0.08778373248189908
tree_recent_calibrated_pred,hour_summer_sr,8,mean,0,all,le_abs,1000.0,0.5,640,6.069219034369346,10.794333948621475,6.132188137608942,-41.55764065846472,-0.08828087961423314,0.1298905002107933,-0.08717339821876013
tree_recent_calibrated_pred,hour_summer_sr,13,mean,0,all,le_abs,500.0,0.5,533,6.069516445018406,10.684973576511332,6.132481817248954,-41.66446055300491,-0.08798346896517284,0.020530128100650913,-0.08687971857874821
tree_recent_calibrated_pred,hour_summer_sr,3,median,0,all,le_rel,0.05,0.5,690,6.069867607124428,10.730571361022774,6.132828574035264,-38.29891718045669,-0.08763230685915069,0.06612791261209239,-0.08653296179243863
tree_recent_calibrated_pred,hour_summer_sr,3,median,0,all,le_abs,1000.0,0.5,738,6.0700675683281045,10.83482931407116,6.133026026730712,-37.19223387351825,-0.08743234565547464,0.17038586566047798,-0.08633550909699039
tree_recent_calibrated_pred,hour_cr,13,mean,0,all,le_abs,500.0,0.5,501,6.070521512376088,10.709207072133683,6.133474276062128,-41.77199932159153,-0.08697840160749148,0.0447636237230018,-0.08588725976557399
tree_recent_calibrated_pred,hour_summer_sr,8,median,0,peakerr,le_abs,1000.0,0.5,371,6.0705749629986405,10.738793076903509,6.133527056147976,-41.72290358052559,-0.08692495098493858,0.07434962849282734,-0.08583447967972635
tree_recent_calibrated_pred,hour_low,3,median,-100,evening,le_rel,0.1,0.5,344,6.070604735723358,10.786260551903847,6.133556455374619,-47.535674757190364,-0.08689517826022097,0.1218171034931661,-0.085805080453083
tree_recent_calibrated_pred,hour_low,3,median,0,evening,le_rel,0.1,0.5,273,6.070969629029861,10.754881995060533,6.133916771103847,-47.069727769405915,-0.08653028495371817,0.0904385466498514,-0.08544476472385565
tree_recent_calibrated_pred,hour_summer_sr,5,mean,0,all,le_abs,500.0,0.5,584,6.071066356274453,10.698215644945702,6.134012284907607,-39.81434208230368,-0.08643355770912642,0.03377219653502017,-0.08534925092009527
tree_recent_calibrated_pred,hour_sr,13,median,0,all,le_abs,500.0,0.5,645,6.071101070706131,10.79704104781967,6.1340465638476225,-39.51791812198421,-0.08639884327744785,0.13259759940898874,-0.08531497198007987
tree_recent_calibrated_pred,hour_sr,3,mean,0,all,le_abs,500.0,0.5,651,6.0711545754281335,10.75862385420332,6.134099397354244,-38.10116057593862,-0.08634533855544557,0.09418040579263831,-0.08526213847345865
