kind,hours,gate,threshold,beta,applied,wmape_3m,wmape_14d,wmape_all,rolling,stat
hourbias,night,absbias,100,0.05,464,6.016265315070534,10.369594030179341,6.079397553824408,1,median
hourbias,day,wmape,10,0.2,491,6.01627700853957,10.360729025856932,6.079409100599173,21,median
hourbias,12-13,wmape,40,-0.2,91,6.016280389420655,10.341506740555962,6.07941243906719,2,mean
hourbias,12-13,wmape,40,-0.2,91,6.016280389420655,10.341506740555962,6.07941243906719,2,median
hourbias,peakerr,wmape,50,-0.2,282,6.016323174942852,10.369630557717375,6.079454687846097,5,mean
hourbias,day,wmape,40,-0.08,270,6.016323777485484,10.339632670655034,6.079455282829846,2,mean
hourbias,day,wmape,40,-0.08,270,6.016323777485484,10.339632670655034,6.079455282829846,2,median
hourbias,all,wmape,50,-0.3,483,6.016328713980237,10.349325976035768,6.079460157396397,13,mean
hourbias,all,wmape,50,-0.2,414,6.016334009039614,10.337979578588845,6.079465386029391,8,mean
hourbias,11-15,wmape,40,-0.15,215,6.01636335826554,10.361336338679942,6.07949436707002,2,mean
hourbias,11-15,wmape,40,-0.15,215,6.01636335826554,10.361336338679942,6.07949436707002,2,median
hourbias,day,wmape,10,0.2,482,6.016369081572532,10.358164083207665,6.079500018578271,34,median
hourbias,day,wmape,10,0.3,491,6.016385822357739,10.361905200010378,6.079516549350752,21,median
hourbias,day,wmape,30,-0.05,311,6.016416293045217,10.335334820556362,6.0795466377842295,2,mean
hourbias,day,wmape,30,-0.05,311,6.016416293045217,10.335334820556362,6.0795466377842295,2,median
hourbias,midday,wmape,40,-0.15,238,6.01641852703512,10.359635696474646,6.079548843748786,2,mean
hourbias,midday,wmape,40,-0.15,238,6.01641852703512,10.359635696474646,6.079548843748786,2,median
hourbias,12-13,wmape,40,-0.2,91,6.016419170125534,10.335208754524249,6.079549478771646,3,mean
hourbias,12-13,wmape,25,-0.2,113,6.01642694680044,10.317988063753553,6.079557157888363,2,mean
hourbias,12-13,wmape,25,-0.2,113,6.01642694680044,10.317988063753553,6.079557157888363,2,median
hourbias,12-13,wmape,30,-0.3,139,6.016427413000938,10.324781193907334,6.079557618240386,8,mean
hourbias,peakerr,wmape,40,-0.2,426,6.016453475295381,10.354529051040693,6.079583353584008,13,mean
hourbias,peakerr,wmape,40,-0.2,270,6.016468534708149,10.37524441355304,6.079598224076824,3,mean
hourbias,midday,wmape,30,-0.2,277,6.016494409296843,10.356005265700208,6.079623774069461,2,mean
hourbias,midday,wmape,30,-0.2,277,6.016494409296843,10.356005265700208,6.079623774069461,2,median
