wmape_3m,wmape_14d,wmape_all,hours,metric,threshold,alpha,applied,delta_3m,delta_14d
7.038582223048811,12.852298781093621,7.091416584658411,midday,ratio_le,0.02,0.4,11,-0.0003312410514819675,-1.5302911263503916e-05
7.038606526036002,12.852506327802418,7.091440582765244,evening,absdiff_le,50.0,0.1,64,-0.00030693806429127335,0.00019224379753346454
7.038606649355393,12.852292199567081,7.091440704537595,peakerr,ratio_le,0.01,0.05,86,-0.00030681474490013017,-2.1884437803265655e-05
7.038614567067358,12.852084643641609,7.091448522922065,midday,absdiff_le,50.0,0.05,93,-0.00029889703293495273,-0.00022944036327565698
7.038614924027953,12.852387813634799,7.0914488754045975,day,reldiff_le,0.005,0.1,105,-0.00029854007234053626,7.372962991425425e-05
7.038623861905872,12.852129852385302,7.091457701157067,night,absdiff_le,50.0,0.05,99,-0.00028960219442097923,-0.0001842316195830307
7.038626928567089,12.853427763445865,7.091460729347097,midday,reldiff_le,0.005,0.4,91,-0.00028653553320445724,0.0011136794409800643
7.038632717358197,12.85254487613963,7.091466445517966,evening,absdiff_le,100.0,0.3,81,-0.0002807467420966603,0.00023079213474552773
7.0386611753006365,12.815577011559018,7.090390476362801,midday,absdiff_le,300.0,-0.5,201,-0.00025228879965677464,-0.03673707244586666
7.038665033311682,12.852302606821436,7.091498356068633,midday,ratio_le,0.02,0.3,11,-0.0002484307886110315,-1.1477183448960204e-05
7.038671366292128,12.85194562076572,7.091504609602,night,reldiff_le,0.005,0.1,94,-0.0002420978081651981,-0.00036846323916428503
7.038679781610223,12.849587574327348,7.091512919350143,midday,ratio_le,0.08,-0.1,35,-0.000233682490070386,-0.002726509677536626
7.038686762076201,12.852352549360674,7.091519812246353,evening,absdiff_le,100.0,0.05,81,-0.00022670202409269535,3.846535578944099e-05
7.038688493423857,12.852433322361112,7.091521521874296,peakerr,reldiff_le,0.005,0.05,163,-0.0002249706764363424,0.00011923835622695833
7.03869339882965,12.853149343585619,7.091526365741899,midday,reldiff_le,0.005,0.3,91,-0.00022006527064366566,0.0008352595807341601
7.038697394790394,12.852129852385302,7.091530311573416,night,ratio_le,0.01,0.05,97,-0.0002160693098991473,-0.0001842316195830307
7.038699415154072,12.85241020590365,7.091532306591683,evening,reldiff_le,0.005,0.05,75,-0.00021404894622101267,9.61218987658441e-05
7.038715284679426,12.851558268863467,7.091547977034243,midday,ratio_le,0.05,-0.1,26,-0.00019817942086763907,-0.0007558151414173153
7.038731617917729,12.855798331398201,7.0915641053724885,midday,ratio_le,0.2,0.05,76,-0.00018184618256444907,0.003484247393316764
7.0387370760294745,12.852835373900243,7.091569495012359,day,ratio_le,0.02,-0.25,25,-0.00017638807081876706,0.0005212898953583789
7.038747843574552,12.852306432549252,7.091580127478858,midday,ratio_le,0.02,0.2,11,-0.00016562052574098374,-7.651455632640136e-06
7.0387496744039195,12.852621806851209,7.091581935340516,evening,absdiff_le,100.0,0.4,81,-0.00016378969637376173,0.0003077228463244097
7.038758178204698,12.859752756183982,7.091590332461328,evening,absdiff_le,150.0,1.0,95,-0.00015528589559554717,0.0074386721790968835
7.038758178204698,12.859752756183982,7.091590332461328,evening,reldiff_le,0.01,1.0,95,-0.00015528589559554717,0.0074386721790968835
7.038759995068148,12.85241020590365,7.091592126532274,evening,absdiff_le,50.0,0.05,64,-0.00015346903214563667,9.61218987658441e-05
7.038764194064124,12.85235094881984,7.091596272851952,day,reldiff_le,0.005,0.05,105,-0.00014927003616893586,3.6864814955350766e-05
7.038766753919866,12.852870923725373,7.091598800594367,midday,reldiff_le,0.005,0.2,91,-0.00014671018042733408,0.0005568397204882558
7.038773509840807,12.853356663795603,7.0916054717624535,day,ratio_le,0.01,-0.5,15,-0.00013995425948643003,0.0010425797907185341
7.038776272563293,12.852521773027053,7.091608199826656,evening,reldiff_le,0.02,0.05,133,-0.000137191537000092,0.0002076890221687222
7.038778897241703,12.843903756855122,7.091610791578538,day,absdiff_le,200.0,-0.1,194,-0.0001345668585903681,-0.008410327149762864
7.038789248705989,12.85230834541316,7.09162101318397,midday,ratio_le,0.02,0.15,11,-0.00012421539430462758,-5.738591724480102e-06
7.038792415196212,12.852129852385302,7.091624139950651,night,reldiff_le,0.005,0.05,94,-0.00012104890408171087,-0.0001842316195830307
7.038794618737626,12.852521773027053,7.091626315848696,evening,absdiff_le,300.0,0.05,135,-0.00011884536266748569,0.0002076890221687222
7.038800775713265,12.848039252661755,7.091632395585232,midday,reldiff_le,0.01,-0.1,136,-0.00011268838702793715,-0.004274831343130003
7.038803431464973,12.85273171379525,7.091635018020602,midday,reldiff_le,0.005,0.15,91,-0.00011003263532050056,0.00041762979036619186
7.038810683614237,12.854087240732701,7.0916421791918385,midday,reldiff_le,0.01,0.05,136,-0.00010278048605627532,0.0017731567278165272
7.0388129434483515,12.855860397460518,7.091644410676391,midday,reldiff_le,0.01,0.1,136,-0.00010052065194177118,0.0035463134556330544
7.038819981404678,12.856154988636014,7.091651360341735,day,absdiff_le,200.0,0.05,194,-9.348269561559874e-05,0.003840904631129405
7.038828153670106,12.867592641336985,7.091659430086297,peakerr,absdiff_le,200.0,0.3,292,-8.531043018766837e-05,0.015278557332100817
7.038828668144621,12.836327772100597,7.091659938106744,night,profile_abs_le,500.0,-0.1,48,-8.479595567223441e-05,-0.01598631190428712
7.038830653837423,12.852310258277067,7.091661898889081,midday,ratio_le,0.02,0.1,11,-8.281026287004778e-05,-3.825727818096425e-06
7.038840109010079,12.852592503865129,7.091671235446835,midday,reldiff_le,0.005,0.1,91,-7.335509021455522e-05,0.0002784198602441279
7.038842908871966,12.852522599963025,7.091674000184526,day,ratio_le,0.02,-0.1,25,-7.055522832732919e-05,0.00020851595814086465
7.03884348697055,12.852835373900243,7.091674571030879,day,ratio_le,0.01,-0.25,15,-6.997712974321502e-05,0.0005212898953583789
7.038856934802433,12.85272946204922,7.09168785016005,evening,reldiff_le,0.02,0.1,133,-5.652929786048588e-05,0.00041537804433566805
7.03887205896886,12.852312171140975,7.091702784594192,midday,ratio_le,0.02,0.05,11,-4.140513143369162e-05,-1.912863909936391e-06
7.038876196014159,12.884363248979394,7.0917068697403645,midday,absdiff_le,150.0,0.7,155,-3.726808613446764e-05,0.03204916497450938
7.038876786555187,12.852453293935007,7.091707452873069,midday,reldiff_le,0.005,0.05,91,-3.667754510594534e-05,0.00013920993012206395
7.0388851827421455,12.8750689440957,7.091936557748765,all,reldiff_le,0.02,0.1,583,-2.8281358147808078e-05,0.0227548600908154
7.0388854732483965,12.852522599963025,7.091716030591934,day,ratio_le,0.01,-0.1,15,-2.79908518967531e-05,0.00020851595814086465
7.038890607502214,12.848297344817055,7.091721100436667,evening,ratio_le,0.02,0.3,109,-2.2856598079101786e-05,-0.004016739187829188
7.038893627151098,12.85272946204922,7.091724082204132,evening,absdiff_le,300.0,0.1,135,-1.9836949195273235e-05,0.00041537804433566805
7.038897401562451,12.852275826726729,7.091727809265591,midday,ratio_le,0.01,1.0,8,-1.6062537842032043e-05,-3.8257278156095254e-05
7.038902220323805,12.852287303910174,7.091732567575705,midday,ratio_le,0.01,0.7,8,-1.1243776488534252e-05,-2.6780094710687763e-05
7.03890462970448,12.852293042501897,7.091734946730761,midday,ratio_le,0.01,0.55,8,-8.834395813117624e-06,-2.1041502987984018e-05
7.038904663252124,12.859995893267149,7.091734979857549,day,absdiff_le,200.0,0.1,194,-8.800848169343567e-06,0.007681809262264139
7.038907039085157,12.852298781093621,7.091737325885819,midday,ratio_le,0.01,0.4,8,-6.425015135924639e-06,-1.5302911263503916e-05
7.038908645338942,12.852302606821436,7.09173891198919,midday,ratio_le,0.01,0.3,8,-4.8187613517214345e-06,-1.1477183448960204e-05
7.038909478434774,12.853356663795603,7.091739734633856,day,ratio_le,0.02,-0.5,25,-3.985665519401493e-06,0.0010425797907185341
7.038910251592726,12.852306432549252,7.0917404980925625,midday,ratio_le,0.01,0.2,8,-3.21250756751823e-06,-7.651455632640136e-06
7.038911054719618,12.85230834541316,7.091741291144247,midday,ratio_le,0.01,0.15,8,-2.409380675416628e-06,-5.738591724480102e-06
7.03891185784651,12.852310258277067,7.091742084195932,midday,ratio_le,0.01,0.1,8,-1.6062537833150259e-06,-3.825727818096425e-06
7.038912660973402,12.852312171140975,7.0917428772476185,midday,ratio_le,0.01,0.05,8,-8.031268912134237e-07,-1.912863909936391e-06
7.0389133945776114,12.851909227155897,7.091743601648782,midday,reldiff_le,0.005,-0.1,91,-6.952268183368915e-08,-0.0004048568489878335
7.038914547605247,12.84413665953663,7.091744740211715,evening,ratio_le,0.05,-0.1,167,1.0835049533142183e-06,-0.008177424468254202
7.038915070354079,12.8523179097327,7.091745256402675,midday,ratio_le,0.01,-0.1,8,1.6062537859795611e-06,3.825727814543711e-06
7.038917479734755,12.85232364832442,7.0917476355577325,midday,ratio_le,0.01,-0.25,8,4.015634461396189e-06,9.5643195354711e-06
7.038921495369214,12.85233321264396,7.091751600816161,midday,ratio_le,0.01,-0.5,8,8.031268921016022e-06,1.9128639074494913e-05
7.038927459526242,12.852209826025812,7.091757490152989,day,ratio_le,0.01,0.05,15,1.3995425948820639e-05,-0.00010425797907309686
7.038938688461719,12.842930736874948,7.091768578221755,midday,reldiff_le,0.01,-0.25,136,2.5224361425379982e-05,-0.009383347129936936
7.038941454952191,12.85210556804674,7.091771310006674,day,ratio_le,0.01,0.1,15,2.7990851897641278e-05,-0.00020851595814441737
7.038941682252155,12.830455232175902,7.092298002880895,midday,ratio_le,0.5,0.15,182,2.8218151861381102e-05,-0.021858851828982395
7.038948741714458,12.852209826025812,7.091778505356694,day,ratio_le,0.02,0.05,25,3.527761416499686e-05,-0.00010425797907309686
7.0389523264519225,12.857090146382985,7.091782045123717,all,ratio_le,0.05,0.05,436,3.88623516291986e-05,0.004776062378100576
7.03895545037814,12.852001310067665,7.091785129860359,day,ratio_le,0.01,0.15,15,4.198627784646192e-05,-0.0003127739372192906
7.038964683738095,12.85823563508709,7.091794247388047,midday,reldiff_le,0.01,0.15,136,5.121963780130301e-05,0.005921551082204601
7.038969445804089,12.851897052088596,7.091798949714045,day,ratio_le,0.01,0.2,15,5.5981703795282556e-05,-0.00041703191628883474
7.038982240132799,12.817263442001959,7.091811583538226,peakerr,profile_abs_le,750.0,0.2,234,6.877603250554642e-05,-0.035050642002925514
7.0389840193286215,12.85210556804674,7.091813340414081,day,ratio_le,0.02,0.1,25,7.055522832821737e-05,-0.00020851595814441737
7.038991806738659,12.85278925432387,7.091821030131258,evening,absdiff_le,100.0,0.55,81,7.83426383659247e-05,0.0004751703189853629
7.038996274363164,12.8523179097327,7.091825441709528,midday,ratio_le,0.02,-0.1,11,8.281026287093596e-05,3.825727814543711e-06
7.038997436655986,12.851688536130448,7.091826589421416,day,ratio_le,0.01,0.3,15,8.397255569292383e-05,-0.0006255478744368048
7.0390125538107275,12.85269199157559,7.091841516931835,midday,ratio_le,0.05,0.05,26,9.908971043426362e-05,0.00037790757070510494
7.039019296942785,12.852001310067665,7.09184817547147,day,ratio_le,0.02,0.15,25,0.00010583284249143787,-0.0003127739372192906
7.039025427507884,12.851480020172307,7.091854229128786,day,ratio_le,0.01,0.4,15,0.00011196340759056511,-0.0008340638325776695
7.03903030534533,12.85367733884365,7.0918590457738855,midday,ratio_le,0.08,0.05,35,0.00011684124503652527,0.0013632548387647603
7.039033600953575,12.85130194188242,7.091862300038808,midday,reldiff_le,0.005,-0.25,91,0.00012013685328149393,-0.0010121421224642546
7.03903471357615,12.85928257879152,7.091863398703564,midday,ratio_le,0.2,0.1,76,0.00012124947585689938,0.006968494786635304
7.039038466299087,12.909790215634528,7.091867104348684,day,reldiff_le,0.01,1.0,159,0.0001250021987937444,0.05747613162964349
7.03905457455695,12.851897052088596,7.09188301052886,day,ratio_le,0.02,0.2,25,0.00014111045665643474,-0.00041703191628883474
7.039064721620031,12.827557487338037,7.091340995250572,day,reldiff_le,0.02,-0.25,227,0.00015125751973776858,-0.024756596666847486
7.039067413785729,12.85116724623509,7.09189568868984,day,ratio_le,0.01,0.55,15,0.00015394968543613885,-0.0011468377697951837
7.039108930000096,12.850152418159805,7.0919366840843505,midday,reldiff_le,0.005,-0.5,91,0.00019546589980290463,-0.0021616658450795967
7.039109400063577,12.850854472297874,7.0919371482508975,day,ratio_le,0.01,0.7,15,0.00019593596328348895,-0.0014596117070109216
7.039111643521164,12.8530698991463,7.091939363564366,midday,ratio_le,0.05,0.1,26,0.0001981794208703036,0.000755815141415539
7.039114166064429,12.852542443018905,7.091941854462388,night,reldiff_le,0.005,-0.1,94,0.00020070196413612962,0.00022835901402018521
7.039116424027838,12.860610872713663,7.091944084099705,midday,reldiff_le,0.01,0.2,136,0.0002029599275443772,0.008296788708777925
7.039120489757471,12.85232364832442,7.091948098824864,midday,ratio_le,0.02,-0.25,11,0.0002070256571773399,9.5643195354711e-06
7.039127087419499,12.837057374262512,7.091954613719387,evening,absdiff_le,750.0,-0.1,208,0.0002136233192056025,-0.015256709742372365
7.0391385795597365,12.852113917386227,7.091965961691018,day,reldiff_le,0.005,-0.1,105,0.00022511545944325917,-0.00020016661865795982
7.039140643560737,12.864438878797039,7.091967999799179,day,absdiff_le,200.0,0.15,194,0.00022717946044359394,0.012124794792153892
7.039147146590366,12.855040593682418,7.091974421248466,midday,ratio_le,0.08,0.1,35,0.00023368249007305053,0.0027265096775330733
7.039172981559376,12.887048455039867,7.0923311531464766,all,absdiff_le,300.0,0.15,626,0.00025951745908248114,0.03473437103498256
7.039179583355939,12.855602232400217,7.092006451095637,midday,absdiff_le,200.0,0.05,168,0.0002661192556461245,0.0032881483953328683
7.03918584870599,12.851688536130448,7.09201263784703,day,ratio_le,0.02,0.3,25,0.00027238460569645184,-0.0006255478744368048
7.039210733231598,12.853447806717009,7.092037210196896,midday,ratio_le,0.05,0.15,26,0.0002972691313045672,0.0011337227121241966
7.039217793647133,12.852121840207348,7.0920441820396976,evening,absdiff_le,50.0,-0.1,64,0.0003043295468394547,-0.00019224379753701726
7.039225046315813,12.850228924423442,7.092051343723832,day,ratio_le,0.01,1.0,15,0.00031158221551930154,-0.0020851595814423973
7.039229870134401,12.87740714504412,7.09205610702774,night,absdiff_le,500.0,0.15,284,0.0003164060341074304,0.02509306103923592
7.039231841886903,12.852937151071389,7.092058054044656,evening,reldiff_le,0.02,0.15,133,0.0003183777866100357,0.0006230670665043903
7.039233315912667,12.852542443018905,7.092059509578803,night,ratio_le,0.01,-0.1,97,0.00031985181237370597,0.00022835901402018521
7.039245006666177,12.774310711172877,7.092214065355871,midday,reldiff_le,0.03,-0.5,225,0.0003315425658838578,-0.07800337283200776
7.039259917681223,12.832591997358364,7.092085777628848,day,absdiff_le,200.0,-0.25,194,0.00034645358092966205,-0.019722086646520864
7.039263987835402,12.856403848521184,7.092089796723047,midday,ratio_le,0.08,0.15,35,0.0003505237351086876,0.00408976451629961
7.039279399643323,12.827557487338037,7.091552980143509,day,absdiff_le,300.0,-0.25,243,0.0003659355430301048,-0.024756596666847486
7.039286532221946,12.851340137439982,7.092112058290832,evening,profile_abs_le,750.0,0.05,90,0.0003730681216529419,-0.0009739465649030166
7.0392868804099,12.852937151071389,7.092112402110779,evening,absdiff_le,300.0,0.15,135,0.0003734163096069665,0.0006230670665043903
7.039298310951406,12.852121840207348,7.09212368925643,evening,reldiff_le,0.005,-0.1,75,0.000384846851112286,-0.00019224379753701726
7.039298729725902,12.848039252661755,7.0921241027774125,midday,absdiff_le,150.0,-0.1,155,0.00038526562560914357,-0.004274831343130003
7.039303404237993,12.846933740190158,7.092128718647865,day,reldiff_le,0.01,-0.1,159,0.00038994013769944047,-0.005380343814726629
7.03930852440106,12.851809066078545,7.092133774578617,peakerr,reldiff_le,0.005,-0.1,163,0.0003950603007663034,-0.0005050179263399457
7.039309686274329,12.847766352755022,7.092134921876216,evening,ratio_le,0.02,0.4,109,0.00039622217403589843,-0.004547731249862963
7.039309822942032,12.853825714287717,7.092135056829426,midday,ratio_le,0.05,0.2,26,0.00039635884173883085,0.0015116302828328543
7.039327515414646,12.85233321264396,7.092152527350422,midday,ratio_le,0.02,-0.5,11,0.00041405131435290343,1.9128639074494913e-05
7.039340072941398,12.851480020172307,7.092164927343318,day,ratio_le,0.02,0.4,25,0.0004266088411046809,-0.0008340638325776695
7.039366924184254,12.852884981539939,7.092191441738013,night,reldiff_le,0.005,-0.25,94,0.00045346008396052184,0.0005708975350540157
7.039378979715741,12.852237153293302,7.092203346033163,evening,absdiff_le,100.0,-0.1,81,0.0004655156154473872,-7.69307115824347e-05
7.039380381681706,12.852542443018905,7.092204730411503,night,absdiff_le,50.0,-0.1,99,0.00046691758141292894,0.00022835901402018521
7.0393808290804385,12.85776710335995,7.092205172197627,midday,ratio_le,0.08,0.2,35,0.0004673649801452129,0.0054530193550661465
7.039380955662597,12.85298928464208,7.092205297191816,day,ratio_le,0.05,0.05,44,0.0004674915623033016,0.0006752006371950614
7.039391243466056,12.853126526733256,7.092215455935041,evening,absdiff_le,100.0,0.7,81,0.000477779365763098,0.00081244272837111
7.03939502168277,12.852646527742692,7.092219186754124,midday,absdiff_le,50.0,-0.1,93,0.00048155758247681035,0.0003324437378076084
7.039416835816491,12.878018162192797,7.092240727230088,night,ratio_le,0.08,0.3,250,0.0005033717161975204,0.025704078187912316
7.039419904607322,12.865361347966811,7.0922437575230175,midday,reldiff_le,0.01,0.3,136,0.0005064405070287492,0.013047263961926348
7.03942472578397,12.87352030028988,7.092248518218127,peakerr,absdiff_le,200.0,0.4,292,0.000511261683676878,0.02120621628499464
7.039475043583645,12.852851217973022,7.09229820478228,day,absdiff_le,50.0,-0.1,104,0.0005615794833513377,0.000537133968137482
7.039499276232471,12.847155383979885,7.09232213343314,peakerr,absdiff_le,200.0,-0.1,292,0.0005858121321775656,-0.0051587000249995185
7.039505237027745,12.852217748655345,7.092328019450389,peakerr,ratio_le,0.01,-0.1,86,0.000591772927451828,-9.633534953934486e-05
7.03950672866547,12.8580350975254,7.092439899384901,day,reldiff_le,0.02,0.05,227,0.0005932645651762769,0.005721013520515683
7.0395080023629015,12.854581529429135,7.092330750094487,midday,ratio_le,0.05,0.3,26,0.0005945382626082463,0.0022674454242501696
7.039514506149951,12.86888186432693,7.0923371722916935,day,absdiff_le,200.0,0.2,194,0.0006010420496576074,0.016567780322045422
7.0395234059865075,12.85200389391467,7.092891282584028,midday,absdiff_le,2000.0,0.05,426,0.0006099418862142159,-0.0003101900902144905
7.039556464720359,12.816846418347522,7.092378604492901,night,ratio_le,0.12,-0.1,325,0.0006430006200659477,-0.0354676656573627
7.039562911872064,12.912928259513748,7.09238497076525,peakerr,profile_abs_le,1250.0,0.05,624,0.0006494477717708946,0.06061417550886361
7.0395714092945125,12.85116724623509,7.092393361587751,day,ratio_le,0.02,0.55,25,0.0006579451942192449,-0.0011468377697951837
7.03959656340889,12.851813667458241,7.092418200144401,day,reldiff_le,0.005,-0.25,105,0.0006830993085964465,-0.0005004165466431232
7.039614511570509,12.860493613037486,7.0924359231467875,midday,ratio_le,0.08,0.3,35,0.0007010474702155989,0.008179529032600996
7.039623867154643,12.858890380795554,7.092445161365355,midday,absdiff_le,200.0,0.1,168,0.000710403054349662,0.006576296790669289
7.039627266436786,12.852884981539939,7.092448518003591,night,ratio_le,0.01,-0.25,97,0.0007138023364925417,0.0005708975350540157
7.039634684609018,12.855252949328074,7.09245584311504,midday,ratio_le,0.12,0.05,53,0.0007212205087245849,0.0029388653231894324
7.039635121062066,12.852546366665338,7.092456274092795,peakerr,absdiff_le,50.0,-0.1,159,0.0007216569617725099,0.00023228266045371981
7.039636203000134,12.854412030344353,7.092457342457978,evening,ratio_le,0.02,-0.1,109,0.000722738899840536,0.0020979463394681375
7.039655289104217,12.851898705960545,7.092476189127368,evening,absdiff_le,300.0,-0.1,135,0.0007418250039235019,-0.00041537804433922076
7.039659568158687,12.8580350975254,7.092590821510554,day,absdiff_le,300.0,0.05,243,0.0007461040583933709,0.005721013520515683
7.039670056247018,12.851833474511048,7.092490771016738,evening,absdiff_le,50.0,-0.25,64,0.0007565921467245218,-0.0004806094938363259
7.039675411318338,12.852121840207348,7.092496058908828,evening,ratio_le,0.01,-0.1,84,0.0007619472180451226,-0.00019224379753701726
7.039677190453684,12.843419068955242,7.092497815724965,day,ratio_le,0.12,-0.1,95,0.0007637263533908367,-0.008895015049642296
7.039691981452882,12.851898705960545,7.09251242117145,evening,reldiff_le,0.02,-0.1,133,0.0007785173525887146,-0.00041537804433922076
7.0396922231837396,12.837619757388918,7.092512659869802,midday,ratio_le,0.12,-0.25,53,0.0007787590834462677,-0.014694326615966702
7.039703789313734,12.848305569644362,7.092524080902988,peakerr,reldiff_le,0.01,-0.1,238,0.0007903252134404681,-0.004008514360522852
7.03970618178377,12.855337344570552,7.092526443359548,midday,ratio_le,0.05,0.4,26,0.0007927176834767735,0.003023260565667485
7.039710445934546,12.86276682618484,7.092530654016661,midday,ratio_le,0.2,0.15,76,0.0007969818342523638,0.01045274217995562
7.039730270014462,12.870111823219954,7.092550229403997,midday,reldiff_le,0.01,0.4,136,0.0008168059141686612,0.01779773921506944
7.03973079709546,12.846933740190158,7.092550749872778,day,absdiff_le,150.0,-0.1,179,0.0008173329951670638,-0.005380343814726629
7.039786258673211,12.853279644874723,7.092605515686444,evening,absdiff_le,150.0,-0.1,95,0.0008727945729178899,0.0009655608698384555
7.039786258673211,12.853279644874723,7.092605515686444,evening,reldiff_le,0.01,-0.1,95,0.0008727945729178899,0.0009655608698384555
7.039786540420414,12.894144975680014,7.092605793899135,night,reldiff_le,0.03,0.3,238,0.0008730763201203473,0.04183089167512932
7.039802745647626,12.850854472297874,7.092621795832183,day,ratio_le,0.02,0.7,25,0.0008892815473329208,-0.0014596117070109216
7.0398052853075415,12.83499209588112,7.092624303632128,midday,reldiff_le,0.01,-0.5,136,0.0008918212072481779,-0.017321988123764953
7.039814249570013,12.85481641024728,7.092633155438155,evening,reldiff_le,0.03,0.05,163,0.0009007854697200557,0.002502326242394659
7.039834789587696,12.853455879074993,7.092653437781836,night,reldiff_le,0.005,-0.5,94,0.0009213254874023136,0.0011417950701080315
7.03984062639257,12.857550675594155,7.092659201364141,day,ratio_le,0.08,0.05,65,0.0009271622922764067,0.005236591589270034
7.03984819406058,12.863220122715019,7.092666674095948,midday,ratio_le,0.08,0.4,35,0.000934729960286873,0.01090603871013407
7.039848447224899,12.853664485279277,7.092666924084328,day,ratio_le,0.05,0.1,44,0.000934983124605715,0.0013504012743918992
7.039867375062547,12.845797306632885,7.092685614472731,day,profile_abs_le,500.0,-0.1,48,0.0009539109622540565,-0.006516777371999183
7.039871349507695,12.851833474511048,7.092689539058565,evening,reldiff_le,0.005,-0.25,75,0.0009578854074021592,-0.0004806094938363259
7.039873722189453,12.851332063363069,7.092691881975092,midday,absdiff_le,100.0,-0.1,132,0.0009602580891598933,-0.0009820206418158506
7.039889185945573,12.854146981194791,7.092707151738785,peakerr,ratio_le,0.02,-0.1,124,0.0009757218452799421,0.001832897189906646
7.039901792851953,12.852375020555643,7.092719600491844,all,reldiff_le,0.005,-0.1,282,0.0009883287516601058,6.0936550758228236e-05
7.039917767598207,12.853854985646699,7.0927353748353115,evening,reldiff_le,0.02,0.2,133,0.0010043034979139165,0.0015409016418139743
7.039924672774102,12.857525636028495,7.092852600395292,midday,reldiff_le,0.02,0.05,187,0.0010112086738089943,0.005211552023610011
7.039991152295537,12.853854985646699,7.092807838923474,evening,absdiff_le,300.0,0.2,135,0.0010776881952434536,0.0015409016418139743
7.039994930859386,12.852884981539939,7.0928115700853365,night,absdiff_le,50.0,-0.25,99,0.0010814667590928195,0.0005708975350540157
7.040003450915075,12.856471067282676,7.092819983257141,midday,ratio_le,0.05,0.55,26,0.0010899868147813407,0.0041569832777916815
7.040005001198659,12.847021916067266,7.092821514092458,evening,ratio_le,0.02,0.55,109,0.0010915370983655137,-0.005292167937618331
7.040006475156322,12.852121757225929,7.092822969559361,evening,absdiff_le,100.0,-0.25,81,0.0010930110560289918,-0.00019232677895608674
7.040018732741439,12.85105153918904,7.092835073373383,peakerr,reldiff_le,0.005,-0.25,163,0.0011052686411456847,-0.0012625448158445352
7.040040748525931,12.863286223214953,7.092967219979762,peakerr,absdiff_le,300.0,0.05,359,0.001127284425638031,0.010972139210068121
7.040049946908587,12.85355739021637,7.092865895959595,day,ratio_le,0.2,0.1,148,0.001136482808293593,0.0012433062114851623
7.040059343114651,12.842930736874948,7.09287517429049,midday,absdiff_le,150.0,-0.25,155,0.001145879014357476,-0.009383347129936936
7.040061775479482,12.830021712720052,7.091786931933363,midday,reldiff_le,0.08,-0.1,330,0.0011483113791888044,-0.022292371284832413
7.040067174356189,12.863286223214953,7.092993314298648,peakerr,reldiff_le,0.02,0.05,339,0.0011537102558953904,0.010972139210068121
7.040075038158178,12.853145193349407,7.092890672440097,midday,absdiff_le,50.0,-0.25,93,0.001161574057884529,0.0008311093445225737
7.040085599046302,12.851025827254778,7.092901100842146,day,absdiff_le,100.0,-0.1,150,0.0011721349460085406,-0.0012882567501062425
7.040134609615787,12.8491000981649,7.09294949657528,evening,ratio_le,0.08,-0.1,213,0.0012211455154940154,-0.0032139858399844456
7.040170240363833,12.731725005243048,7.091507854061323,night,reldiff_le,0.05,-0.25,329,0.001256776263539372,-0.12058907876183689
7.040170458649104,12.8480239154388,7.092970594715007,day,ratio_le,0.35,0.05,222,0.001256994548811008,-0.004290168566084773
7.040171301332531,12.855265221062698,7.092985727995369,evening,absdiff_le,200.0,-0.1,106,0.001257837232238046,0.002951137057813469
7.040195259773535,12.840166955695958,7.093009385878339,day,reldiff_le,0.01,-0.25,159,0.0012817956732416036,-0.012147128308926725
7.040195440935734,12.852542443018905,7.093009564767862,night,absdiff_le,100.0,-0.1,118,0.0012819768354406236,0.00022835901402018521
7.040198717795689,12.867309887231324,7.09301280051969,midday,ratio_le,0.08,0.55,35,0.0012852536953955607,0.014995803226439008
7.040199929726035,12.877237536099676,7.093013997246402,midday,reldiff_le,0.01,0.55,136,0.0012864656257418616,0.024923452094791188
7.040219449414517,12.862780610089647,7.093033272060888,midday,absdiff_le,200.0,0.15,168,0.0013059853142234346,0.010466526084762506
7.040234069521436,12.857525636028495,7.093158115768279,midday,absdiff_le,300.0,0.05,201,0.001320605421142318,0.005211552023610011
7.0402348549107225,12.851175869311446,7.093048484295535,day,reldiff_le,0.005,-0.5,105,0.001321390810429257,-0.0011382146934391102
7.040265039832691,12.861866208761091,7.093078290548421,all,ratio_le,0.05,0.1,436,0.0013515757323974142,0.009552124756206481
7.040270440316118,12.861693007799008,7.093083623282921,evening,profile_abs_le,500.0,0.05,30,0.0013569762158249787,0.00937892379412375
7.040275092910357,12.85365691892523,7.093088217510485,day,absdiff_le,50.0,-0.25,104,0.001361628810063742,0.0013428349203454815
7.040293875419801,12.887048455039867,7.093437985421855,all,reldiff_le,0.02,0.15,583,0.0013804113195075018,0.03473437103498256
7.0402970920504,12.850228924423442,7.093109940671871,day,ratio_le,0.02,1.0,25,0.001383627950106714,-0.0020851595814423973
7.040300720046377,12.857604789994802,7.093113523154733,midday,ratio_le,0.05,0.7,26,0.0013872559460841316,0.0052907059899176545
7.040302632593938,12.852783703132445,7.093115411709433,all,ratio_le,0.01,-0.1,209,0.0013891684936444548,0.0004696191275606054
7.0403159387872005,12.854339685916472,7.093128550976839,day,ratio_le,0.05,0.15,44,0.0014024746869072402,0.0020256019115869606
7.040321381954294,12.853455879074993,7.093133925859539,night,ratio_le,0.01,-0.5,97,0.0014079178540002957,0.0011417950701080315
7.040324845987227,12.854113818741608,7.093137346436267,night,reldiff_le,0.01,-0.1,125,0.0014113818869336825,0.0017997347367231242
